AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
55,Masters,No,101,20,33,Full
46,Masters,No,99,13,29,Full
40,High School,No,109,6,23,Full
52,Masters,No,106,23,30,Full
54,Masters,No,110,13,37,Full
54,High School,No,95,1,32,Full
41,Bachelor,No,102,5,23,Full
46,Masters,No,112,12,28,Full
56,Bachelor,No,109,11,37,Full
44,Masters,No,107,12,22,Full
36,High School,Yes,97,11,20,Full
54,Bachelor,No,2379,8,33,Full
56,Masters,No,105,12,37,Full
50,Masters,No,98,15,28,Full
47,Masters,No,100,20,26,Full
40,High School,No,4274,1,23,Full
53,High School,No,94,6,33,Full
48,Bachelor,No,96,8,29,Full
45,Bachelor,No,106,8,25,Full
48,High School,No,92,1,28,Full
41,High School,No,115,1,20,Full
34,High School,No,106,1,13,Full
44,High School,No,2953,7,26,Full
43,High School,No,126,6,26,Full
44,Bachelor,No,91,8,28,Full
40,High School,No,105,6,19,Full
48,Masters,No,114,22,32,Full
36,High School,Yes,98,1,20,Full
40,Bachelor,No,113,1,24,Full
46,High School,No,99,1,30,Full
39,High School,No,5499,6,19,Full
39,Bachelor,No,118,4,19,Full
44,High School,No,102,1,24,Full
48,Masters,No,111,13,31,Full
61,High School,No,113,7,42,Full
44,Masters,No,112,12,23,Full
61,High School,No,102,3,43,Full
52,High School,No,90,9,30,Full
49,Bachelor,No,104,11,27,Full
56,PhD,Yes,97,14,36,Full
44,Bachelor,No,5626,7,27,Full
50,High School,No,2217,9,33,Full
62,PhD,No,101,19,41,Full
39,Bachelor,Yes,10209,9,21,Full
48,PhD,No,103,20,32,Full
56,PhD,No,99,21,39,Full
61,Masters,No,2000,15,39,Full
42,PhD,No,98,10,23,Full
47,Bachelor,No,98,10,28,Full
47,Masters,No,96,15,28,Full
55,High School,No,93,11,33,Full
44,High School,No,3585,1,27,Full
50,Bachelor,No,104,6,33,Full
44,Bachelor,No,107,1,23,Full
38,High School,No,2703,1,21,Full
42,Bachelor,No,94,10,25,Full
57,Masters,No,98,10,38,Full
39,Masters,No,95,11,17,Full
42,High School,No,104,7,21,Full
40,Bachelor,No,5800,18,22,Full
19,High School,No,3854,5,1,P1
49,High School,No,4873,5,32,Full
48,High School,Yes,108,1,29,Full
38,Bachelor,No,109,11,17,Full
39,Bachelor,No,110,12,21,Full
46,Masters,No,105,12,27,Full
36,High School,No,104,1,19,Full
40,High School,No,122,6,18,Full
33,High School,Yes,94,5,16,Full
41,High School,No,103,1,21,Full
52,High School,No,99,1,35,Full
21,High School,No,106,1,2,P1
39,High School,No,95,1,22,Full
39,PhD,Yes,103,13,23,Full
29,High School,Yes,4790,1,9,Full
44,High School,No,1327,6,27,Full
41,High School,No,116,5,24,Full
49,Masters,Yes,1315,7,29,Full
46,Masters,No,109,10,24,Full
28,High School,No,108,1,12,Full
43,High School,No,97,6,22,Full
57,High School,No,2365,1,37,Full
46,Bachelor,No,104,10,27,Full
50,High School,No,5922,5,31,Full
40,Masters,Yes,2149,10,24,Full
33,High School,No,3527,8,16,Full
53,High School,No,110,1,33,Full
35,High School,No,104,1,17,Full
54,Masters,No,101,13,38,Full
48,High School,No,89,9,28,Full
48,Bachelor,No,3620,8,28,Full
45,High School,No,116,1,29,Full
39,Bachelor,No,5563,8,21,Full
37,Masters,No,108,11,18,Full
32,High School,Yes,108,6,11,Full
50,High School,No,101,1,29,Full
52,Bachelor,No,99,12,33,Full
50,PhD,No,99,15,33,Full
41,High School,No,4212,5,20,Full
36,High School,No,100,9,15,Full
35,Bachelor,No,96,16,18,Full
53,Masters,No,6405,1,32,Full
37,High School,No,97,7,18,Full
54,PhD,No,3736,21,36,Full
56,Bachelor,No,111,7,40,Full
46,Bachelor,No,105,9,26,Full
53,Bachelor,No,98,16,36,Full
50,Bachelor,No,109,7,31,Full
51,Masters,No,98,13,30,Full
50,PhD,No,106,15,30,Full
51,High School,Yes,3939,8,35,Full
47,High School,No,114,1,31,Full
38,High School,No,110,9,16,Full
36,High School,No,13770,5,19,Full
55,Bachelor,No,90,3,38,Full
51,Masters,No,100,17,30,Full
55,Bachelor,No,96,10,37,Full
50,High School,No,2663,1,34,Full
39,Bachelor,Yes,109,11,20,Full
31,High School,Yes,104,6,10,Full
45,High School,No,5645,7,29,Full
45,Bachelor,No,102,7,24,Full
46,High School,No,88,8,30,Full
57,High School,Yes,108,1,39,Full
38,Bachelor,No,3220,9,17,Full
43,Masters,No,100,11,22,Full
48,Bachelor,No,101,1,32,Full
46,High School,No,106,8,25,Full
22,Bachelor,No,2546,14,3,P2
42,High School,No,116,1,24,Full
44,Masters,No,100,12,28,Full
42,High School,No,95,5,25,Full
38,High School,Yes,95,1,18,Full
55,PhD,No,108,7,39,Full
55,Bachelor,Yes,1125,8,36,Full
45,High School,No,6868,6,26,Full
54,PhD,No,102,15,37,Full
56,High School,No,118,7,40,Full
35,Masters,No,5423,16,19,Full
54,Masters,No,112,13,38,Full
38,Bachelor,No,92,12,19,Full
32,Bachelor,No,107,13,14,Full
48,Bachelor,No,120,1,26,Full
66,Masters,No,103,12,48,Full
46,Bachelor,No,98,12,29,Full
31,High School,No,2394,9,12,Full
45,Bachelor,No,108,15,25,Full
31,Bachelor,No,104,7,10,Full
32,High School,No,103,1,15,Full
43,Bachelor,No,98,8,21,Full
43,Bachelor,Yes,5401,1,25,Full
36,Masters,No,101,10,16,Full
46,High School,No,106,1,29,Full
50,High School,No,104,5,33,Full
67,High School,No,2931,1,48,Full
48,High School,Yes,106,1,32,Full
51,Bachelor,No,102,8,33,Full
42,High School,No,101,9,24,Full
54,Masters,No,106,14,32,Full
43,Bachelor,No,4009,12,21,Full
41,Bachelor,No,110,11,25,Full
57,Masters,No,90,19,37,Full
26,High School,No,111,1,6,Full
49,Bachelor,No,111,7,29,Full
43,High School,No,18540,3,27,Full
61,Masters,No,103,15,42,Full
43,Masters,No,96,21,24,Full
44,Masters,No,100,18,22,Full
50,Bachelor,No,3731,1,28,Full
47,Masters,No,100,10,26,Full
55,Masters,No,103,18,33,Full
40,PhD,No,105,13,23,Full
60,Bachelor,No,7369,10,42,Full
52,Bachelor,No,5463,13,30,Full
57,PhD,No,95,21,41,Full
55,Bachelor,Yes,107,14,36,Full
57,Bachelor,No,106,13,39,Full
51,Bachelor,No,91,9,30,Full
48,High School,No,7204,1,28,Full
35,Bachelor,No,102,1,19,Full
43,High School,No,100,6,25,Full
39,PhD,No,96,17,20,Full
35,Bachelor,No,97,10,15,Full
26,High School,No,11213,4,5,Full
38,High School,No,6880,4,21,Full
41,Bachelor,No,102,10,24,Full
38,High School,No,113,7,21,Full
46,Bachelor,Yes,105,1,27,Full
60,High School,No,102,8,44,Full
62,Bachelor,No,4287,1,41,Full
41,High School,No,104,1,20,Full
49,Masters,No,108,1,28,Full
42,Bachelor,No,101,11,24,Full
54,Bachelor,No,105,6,35,Full
54,High School,No,118,1,36,Full
38,High School,No,106,5,19,Full
38,Bachelor,No,92,10,18,Full
60,High School,Yes,4586,1,41,Full
43,High School,No,3784,7,26,Full
37,Bachelor,Yes,3676,1,21,Full
44,High School,No,93,10,22,Full
32,Bachelor,No,105,7,14,Full
44,High School,No,56400,1,24,Full
47,Bachelor,No,118,11,25,Full
30,Bachelor,No,110,1,13,Full
29,PhD,No,105,13,7,Full
60,High School,No,2386,3,39,Full
45,High School,No,10690,6,23,Full
33,High School,No,92,9,11,Full
51,PhD,No,95,17,31,Full
44,High School,No,106,1,26,Full
49,Bachelor,Yes,104,1,30,Full
52,Bachelor,Yes,934,9,36,Full
54,PhD,No,102,16,37,Full
50,High School,No,106,1,34,Full
38,Bachelor,No,103,14,20,Full
45,High School,No,98,1,24,Full
39,High School,No,1841,1,19,Full
47,High School,No,93,7,31,Full
33,High School,No,93,11,13,Full
38,Bachelor,No,106,4,22,Full
47,High School,No,5324,7,29,Full
38,Masters,No,97,13,17,Full
40,Bachelor,No,105,7,20,Full
65,Masters,No,101,25,49,Full
48,Masters,No,102,17,32,Full
38,High School,No,4913,1,16,Full
40,Masters,No,104,15,22,Full
57,Masters,No,109,15,37,Full
36,PhD,No,4495,11,20,Full
46,Masters,No,107,11,25,Full
64,Bachelor,No,8550,8,47,Full
48,High School,No,117,1,30,Full
39,Bachelor,No,3423,14,23,Full
51,PhD,No,105,18,33,Full
45,Masters,No,101,21,26,Full
53,Bachelor,No,92,12,37,Full
40,Bachelor,No,105,1,23,Full
60,Bachelor,No,105,11,39,Full
42,Bachelor,No,4083,10,20,Full
54,Masters,No,115,9,32,Full
34,Bachelor,No,93,11,15,Full
44,PhD,Yes,3459,11,26,Full
44,Masters,No,97,15,23,Full
39,High School,No,3091,1,19,Full
62,Masters,No,91,17,42,Full
43,Bachelor,No,91,9,25,Full
56,High School,No,114,7,36,Full
49,PhD,No,104,18,29,Full
32,High School,No,117,5,10,Full
66,Masters,No,110,13,49,Full
30,High School,No,3858,1,11,Full
34,Bachelor,No,96,11,12,Full
38,High School,No,5769,1,16,Full
51,Bachelor,No,101,12,29,Full
32,High School,No,102,1,16,Full
45,Bachelor,Yes,100,12,26,Full
57,Masters,Yes,89,15,35,Full
40,Bachelor,No,4392,7,22,Full
41,Bachelor,No,103,14,24,Full
47,Masters,No,101,12,26,Full
57,Bachelor,No,100,7,39,Full
52,High School,No,98,7,33,Full
49,Masters,No,117,15,32,Full
31,High School,Yes,113,1,9,Full
51,Bachelor,No,104,7,34,Full
33,High School,Yes,105,1,11,Full
57,Masters,No,5834,16,38,Full
56,High School,No,113,5,35,Full
35,Bachelor,Yes,4771,9,19,Full
26,High School,No,2357,1,5,Full
34,Bachelor,No,110,7,13,Full
59,PhD,No,102,20,37,Full
47,Masters,No,100,12,28,Full
51,High School,No,5374,11,34,Full
44,High School,Yes,103,1,27,Full
48,Bachelor,No,100,10,32,Full
60,Masters,Yes,1151,15,38,Full
43,Masters,No,101,17,27,Full
40,Bachelor,No,95,15,18,Full
40,High School,Yes,59,10,22,Full
55,PhD,No,103,12,37,Full
57,High School,No,109,6,40,Full
49,Masters,No,102,7,31,Full
50,High School,No,99,1,34,Full
54,Masters,No,109,13,33,Full
41,High School,No,10215,6,23,Full
40,Bachelor,No,96,9,22,Full
55,High School,No,92,9,38,Full
50,Bachelor,No,97,7,31,Full
56,PhD,No,110,1,37,Full
43,Bachelor,No,104,11,23,Full
45,PhD,No,98,18,25,Full
43,Bachelor,No,101,11,22,Full
60,High School,Yes,471,5,43,Full
51,Masters,No,120,1,34,Full
56,Masters,No,110,20,35,Full
39,Bachelor,No,91,14,20,Full
53,Masters,No,101,15,36,Full
46,Bachelor,No,97,8,24,Full
34,Bachelor,No,102,11,18,Full
44,Bachelor,No,112,4,27,Full
61,PhD,No,107,19,43,Full
44,Masters,No,98,15,27,Full
38,High School,No,107,1,19,Full
44,High School,No,2059,6,28,Full
47,High School,No,108,7,27,Full
57,Bachelor,No,2422,13,41,Full
46,PhD,No,107,7,30,Full
48,Bachelor,No,1894,1,30,Full
36,High School,No,104,6,20,Full
53,Masters,Yes,1058,13,36,Full
50,Masters,No,6691,11,31,Full
40,High School,Yes,1436,6,24,Full
38,Bachelor,No,104,3,16,Full
36,Bachelor,No,110,10,20,Full
46,Masters,Yes,93,17,29,Full
45,High School,No,937,9,23,Full
41,Bachelor,No,112,1,19,Full
55,High School,Yes,5631,1,34,Full
34,High School,No,109,4,18,Full
31,High School,No,116,3,11,Full
38,High School,Yes,5192,1,22,Full
45,PhD,No,91,10,29,Full
63,Masters,Yes,5692,14,47,Full
37,Masters,No,97,13,17,Full
41,Bachelor,No,116,7,21,Full
41,High School,No,109,5,19,Full
47,High School,No,106,1,27,Full
36,High School,No,107,1,16,Full
54,Masters,No,96,11,38,Full
40,Masters,No,4246,15,23,Full
44,High School,No,116,7,25,Full
40,Bachelor,Yes,99,6,21,Full
39,Masters,Yes,4172,15,23,Full
58,PhD,No,99,11,40,Full
54,Bachelor,No,108,11,35,Full
42,High School,No,106,1,22,Full
37,High School,No,102,6,19,Full
35,Bachelor,Yes,95,11,18,Full
46,Masters,No,94,23,25,Full
54,Bachelor,No,99,10,32,Full
38,Bachelor,No,6528,5,20,Full
48,High School,No,103,8,31,Full
33,High School,No,111,1,15,Full
63,Bachelor,No,2643,12,44,Full
42,High School,No,87,11,22,Full
30,High School,No,101,1,13,Full
54,High School,Yes,101,1,37,Full
43,High School,No,2255,7,25,Full
45,PhD,No,102,1,25,Full
33,High School,Yes,114,1,17,Full
48,Bachelor,No,93,11,31,Full
33,High School,No,2439,10,11,Full
37,Masters,No,113,24,17,Full
38,Masters,No,3726,1,22,Full
56,PhD,No,102,13,34,Full
53,High School,No,109,1,31,Full
44,High School,No,40941,1,27,Full
51,High School,No,109,1,31,Full
49,Bachelor,No,111,14,28,Full
33,Bachelor,No,97,13,16,Full
29,High School,No,99,1,7,Full
25,High School,No,101,6,6,Full
47,PhD,No,103,13,27,Full
44,High School,No,109,1,26,Full
56,Bachelor,No,109,7,38,Full
53,PhD,No,114,1,32,Full
46,Bachelor,No,107,7,30,Full
44,PhD,Yes,4262,19,22,Full
39,Masters,No,112,1,20,Full
51,Bachelor,No,92,10,30,Full
27,High School,No,100,4,11,Full
47,High School,No,104,6,29,Full
53,PhD,No,97,15,33,Full
43,Masters,No,110,15,22,Full
52,Bachelor,No,5399,15,33,Full
62,High School,No,3298,1,45,Full
52,Masters,No,5908,10,30,Full
46,Bachelor,No,101,6,25,Full
48,High School,No,1748,1,27,Full
47,High School,No,104,1,30,Full
45,Bachelor,Yes,3008,5,25,Full
41,High School,No,106,5,19,Full
40,High School,No,2295,9,22,Full
38,High School,No,94,1,17,Full
50,High School,No,5982,8,29,Full
45,Masters,No,98,17,29,Full
44,High School,No,7539,9,26,Full
31,High School,No,116,1,11,Full
37,High School,No,118,1,19,Full
49,Bachelor,Yes,2027,10,27,Full
49,High School,No,112,3,33,Full
52,Bachelor,No,92,9,36,Full
38,Bachelor,Yes,5143,6,19,Full
52,Bachelor,No,96,11,31,Full
37,High School,No,87,8,18,Full
55,Masters,No,99,10,36,Full
51,High School,No,3509,1,29,Full
58,Masters,No,92,16,37,Full
44,Masters,No,115,1,26,Full
37,PhD,No,90,13,16,Full
32,Bachelor,No,104,9,15,Full
46,Masters,No,102,10,28,Full
51,High School,No,94,6,30,Full
36,Masters,No,3488,19,20,Full
40,Bachelor,No,103,6,21,Full
41,Masters,No,100,19,21,Full
64,PhD,No,101,15,47,Full
22,Bachelor,No,109,1,0,Ls
51,PhD,Yes,96,13,33,Full
31,Masters,No,98,9,9,Full
57,Masters,No,101,9,40,Full
47,Masters,No,102,20,27,Full
33,Bachelor,No,105,6,12,Full
57,Masters,No,94,10,38,Full
35,PhD,Yes,1973,14,16,Full
44,Masters,No,96,12,28,Full
43,Masters,No,92,13,22,Full
45,Bachelor,No,110,1,24,Full
44,Masters,No,107,15,26,Full
51,Bachelor,No,99,9,35,Full
56,PhD,No,95,13,39,Full
36,High School,No,115,6,16,Full
55,Bachelor,No,97,8,34,Full
46,High School,No,116,7,26,Full
45,High School,Yes,126,1,24,Full
58,Bachelor,No,2318,15,42,Full
48,Masters,No,106,17,26,Full
56,Bachelor,No,103,11,40,Full
45,Masters,Yes,98,19,28,Full
45,High School,No,101,1,26,Full
35,Bachelor,Yes,117,7,15,Full
36,Bachelor,No,727,11,15,Full
57,Bachelor,No,108,7,35,Full
44,High School,No,95,10,22,Full
38,High School,Yes,4322,1,17,Full
43,Bachelor,No,2323,10,27,Full
32,High School,No,6506,6,11,Full
44,High School,No,100,11,24,Full
43,Bachelor,No,98,9,24,Full
58,High School,No,100,1,38,Full
43,Masters,No,98,16,24,Full
46,Bachelor,No,100,11,27,Full
52,High School,No,101,9,34,Full
46,High School,No,123,1,29,Full
55,Masters,No,106,1,35,Full
39,Bachelor,No,1097,7,20,Full
37,High School,No,3327,1,17,Full
45,Masters,No,96,11,29,Full
56,High School,Yes,107,1,39,Full
63,High School,No,105,1,46,Full
34,High School,No,103,8,18,Full
61,High School,No,4578,1,45,Full
33,Bachelor,No,98,8,13,Full
36,High School,No,107,1,14,Full
47,PhD,No,101,12,29,Full
47,High School,No,101,1,27,Full
48,Bachelor,No,3682,12,28,Full
50,High School,No,91,9,31,Full
46,High School,No,102,1,24,Full
56,Masters,No,102,13,36,Full
47,PhD,No,97,16,30,Full
28,High School,No,107,1,7,Full
49,High School,No,117,7,31,Full
34,Bachelor,No,1324,8,18,Full
48,High School,No,3806,1,31,Full
50,Masters,No,4667,13,34,Full
54,Bachelor,No,101,4,35,Full
40,Bachelor,No,106,5,18,Full
37,Bachelor,No,98,11,17,Full
41,Masters,No,2489,10,22,Full
41,Bachelor,No,5901,8,25,Full
46,High School,No,116,1,26,Full
55,Masters,No,98,13,34,Full
47,Bachelor,No,99,11,26,Full
58,Masters,No,92,21,36,Full
38,High School,No,2437,12,18,Full
51,Bachelor,No,6006,14,32,Full
35,Bachelor,Yes,1475,15,19,Full
52,High School,No,94,8,34,Full
40,High School,No,5117,1,21,Full
47,Masters,Yes,838,10,30,Full
33,High School,Yes,98,6,16,Full
26,High School,No,6167,8,9,Full
37,High School,No,2745,4,21,Full
42,PhD,No,100,14,25,Full
53,High School,No,107,1,31,Full
49,Bachelor,No,112,5,32,Full
23,Bachelor,No,100,9,3,P2
45,Masters,Yes,1379,8,25,Full
42,High School,No,106,1,22,Full
48,High School,No,2590,1,32,Full
57,Bachelor,No,6579,9,40,Full
53,High School,Yes,3352,1,34,Full
40,PhD,No,103,21,23,Full
39,High School,No,6481,3,17,Full
50,PhD,No,110,5,30,Full
51,Masters,Yes,104,16,30,Full
39,Masters,Yes,5431,20,22,Full
51,Masters,No,108,16,31,Full
33,Masters,No,7476,18,16,Full
43,Masters,No,3467,17,22,Full
36,High School,No,3008,1,20,Full
50,High School,No,115,1,28,Full
55,Bachelor,No,102,8,37,Full
50,High School,No,93,1,28,Full
40,High School,No,103,1,18,Full
36,PhD,No,107,12,18,Full
48,Masters,No,99,9,31,Full
46,High School,No,112,1,27,Full
50,Masters,No,93,15,33,Full
44,Bachelor,No,96,6,23,Full
37,High School,No,7234,9,15,Full
54,Masters,No,97,11,37,Full
38,High School,No,110,1,20,Full
54,High School,No,97,8,37,Full
50,Bachelor,No,101,7,33,Full
46,High School,No,105,7,26,Full
43,Bachelor,No,104,8,26,Full
49,High School,No,104,1,27,Full
28,High School,No,2988,6,8,Full
53,High School,No,93,5,37,Full
47,Masters,No,96,14,28,Full
46,PhD,No,2300,1,29,Full
49,High School,No,111,8,27,Full
54,Bachelor,No,118,1,34,Full
48,High School,No,3662,7,27,Full
49,PhD,No,100,8,28,Full
59,High School,No,105,1,39,Full
41,High School,No,94,6,19,Full
50,Bachelor,No,105,13,29,Full
50,High School,No,2299,3,29,Full
50,High School,No,89,9,33,Full
51,High School,No,113,7,33,Full
61,PhD,No,104,19,43,Full
43,High School,No,103,1,26,Full
32,High School,No,2518,3,15,Full
39,Bachelor,No,85524,1,21,Full
30,High School,No,100,10,13,Full
67,Masters,No,1808,20,50,Full
49,Bachelor,No,4758,9,31,Full
48,PhD,No,89,11,28,Full
48,High School,No,103,5,32,Full
45,Bachelor,Yes,120,1,28,Full
48,High School,No,867,1,30,Full
48,Bachelor,No,105,8,27,Full
35,High School,No,5979,10,18,Full
51,High School,No,102,1,34,Full
46,PhD,Yes,7698,9,26,Full
61,Bachelor,No,114,1,45,Full
50,Bachelor,No,94,9,33,Full
54,PhD,No,104,14,32,Full
39,High School,No,1433,7,23,Full
52,Bachelor,No,100,11,30,Full
56,High School,No,16853,1,38,Full
56,High School,No,5428,7,38,Full
25,Bachelor,No,26312,8,4,P2
43,Masters,No,105,10,24,Full
41,Bachelor,No,2391,10,21,Full
59,Bachelor,Yes,2928,1,41,Full
43,High School,No,109,1,22,Full
57,High School,No,4538,6,40,Full
53,High School,Yes,5725,4,36,Full
41,High School,No,116,5,19,Full
40,High School,No,4696,1,22,Full
35,High School,No,2483,8,16,Full
40,High School,No,113,1,19,Full
47,Bachelor,No,807,15,27,Full
63,High School,No,95,10,42,Full
41,PhD,No,113,8,19,Full
50,Bachelor,No,117,8,31,Full
53,Bachelor,No,93,11,37,Full
49,Bachelor,No,103,6,29,Full
56,High School,No,100,5,36,Full
65,Masters,Yes,5400,10,48,Full
40,High School,No,108,7,20,Full
41,High School,Yes,3589,1,21,Full
39,High School,No,3125,6,17,Full
41,Bachelor,No,100,9,24,Full
35,PhD,No,5689,16,15,Full
35,High School,No,114,4,16,Full
40,Bachelor,No,97,9,20,Full
29,Bachelor,No,99,10,11,Full
18,High School,No,2927,9,-4,Ls
46,PhD,No,108,11,26,Full
64,PhD,No,101,17,44,Full
41,Bachelor,No,742,9,25,Full
23,PhD,No,102,23,7,Full
37,High School,No,110,7,16,Full
42,PhD,No,103,19,23,Full
48,Bachelor,No,94,16,32,Full
45,Masters,No,4506,16,24,Full
43,High School,No,103,8,24,Full
43,Masters,No,96,10,22,Full
36,Bachelor,No,110,7,20,Full
37,Masters,No,94,16,21,Full
58,High School,No,4820,7,36,Full
53,PhD,No,98,20,36,Full
50,High School,No,111,1,31,Full
37,Bachelor,Yes,99,6,16,Full
47,High School,Yes,1150,7,27,Full
50,PhD,No,107,18,34,Full
45,High School,No,98,1,26,Full
55,High School,No,98,1,35,Full
43,Bachelor,No,108,11,27,Full
34,High School,Yes,113,9,16,Full
36,Masters,No,96,9,16,Full
36,High School,No,3317,1,14,Full
34,High School,No,3776,6,18,Full
50,Masters,Yes,5322,18,34,Full
56,Bachelor,No,2773,8,35,Full
42,Masters,No,100,15,22,Full
56,PhD,No,105,7,37,Full
40,High School,Yes,5253,1,23,Full
40,High School,No,3321,10,19,Full
55,Bachelor,No,110,10,39,Full
47,High School,No,102,8,28,Full
46,Masters,No,99,8,28,Full
60,Masters,Yes,7359,10,39,Full
43,Bachelor,No,595,9,23,Full
50,Bachelor,No,4970,14,31,Full
54,Bachelor,No,96,9,32,Full
36,High School,No,4367,1,17,Full
33,Bachelor,No,5987,13,14,Full
38,High School,No,104,6,21,Full
50,Masters,No,114,15,33,Full
54,PhD,No,100,14,33,Full
53,High School,No,85,11,32,Full
50,Bachelor,No,96,12,32,Full
39,High School,No,110,1,17,Full
53,Bachelor,No,103,9,37,Full
40,High School,No,107,1,23,Full
39,High School,No,4347,7,18,Full
35,High School,No,106,1,18,Full
47,PhD,No,109,7,30,Full
39,Masters,No,111,8,22,Full
63,PhD,No,99,15,42,Full
48,Masters,No,97,10,26,Full
40,High School,No,110,1,19,Full
54,Masters,No,96,12,36,Full
56,Bachelor,No,979,11,37,Full
48,High School,No,96,1,28,Full
35,High School,No,2964,10,13,Full
51,High School,No,106,9,31,Full
42,High School,No,117,1,23,Full
40,High School,No,96,7,24,Full
39,High School,No,100,5,21,Full
50,Masters,No,125,17,32,Full
42,High School,No,98,6,25,Full
41,High School,Yes,115,1,22,Full
45,High School,Yes,3396,8,28,Full
37,High School,Yes,100,9,17,Full
30,High School,No,103,4,10,Full
49,High School,No,3745,7,30,Full
44,Bachelor,No,95,10,22,Full
33,High School,No,4910,10,13,Full
44,High School,No,110,6,23,Full
34,Bachelor,No,95,9,16,Full
44,High School,No,106,1,27,Full
56,Masters,No,107,7,38,Full
22,High School,No,2444,7,3,P2
37,High School,No,99,6,18,Full
28,Bachelor,No,107,4,8,Full
44,Masters,No,116,17,28,Full
31,High School,No,101,7,10,Full
49,Bachelor,No,38378,7,33,Full
42,Masters,No,89,13,23,Full
42,Bachelor,No,109,7,24,Full
54,High School,Yes,108,5,33,Full
66,Masters,No,104,9,49,Full
36,Bachelor,No,105,13,20,Full
43,Bachelor,No,107,9,27,Full
46,Masters,No,95,14,28,Full
45,High School,No,4740,1,26,Full
41,Masters,Yes,1153,17,21,Full
48,Masters,No,2639,20,27,Full
51,Masters,No,1366,5,33,Full
47,Bachelor,No,106,4,28,Full
39,Masters,No,95,21,18,Full
49,Bachelor,No,4485,7,28,Full
49,High School,No,102,8,32,Full
57,High School,No,88,8,38,Full
35,Bachelor,No,98,14,15,Full
48,PhD,No,104,18,29,Full
29,Masters,No,108,17,10,Full
48,Masters,Yes,95,12,26,Full
52,PhD,No,91,11,34,Full
40,High School,No,101,16,20,Full
44,PhD,No,94,12,24,Full
52,High School,No,97,7,36,Full
45,Bachelor,No,104,1,29,Full
40,Bachelor,No,105,1,23,Full
53,High School,No,3231,1,36,Full
57,Masters,No,105,12,37,Full
45,High School,No,5434,1,24,Full
48,Masters,No,94,14,27,Full
51,PhD,No,93,16,32,Full
48,Bachelor,No,104,10,32,Full
39,High School,No,2662,1,22,Full
52,Bachelor,No,101,9,32,Full
48,Masters,No,2462,14,26,Full
45,High School,No,106,1,26,Full
45,Bachelor,No,108,8,27,Full
