driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
53,PhD,114,0,1,32,Full
46,Bachelor,107,0,7,30,Full
44,PhD,4262,1,19,22,Full
39,Masters,112,0,1,20,Full
51,Bachelor,92,0,10,30,Full
27,High School,100,0,4,11,Full
47,High School,104,0,6,29,Full
53,PhD,97,0,15,33,Full
43,Masters,110,0,15,22,Full
52,Bachelor,5399,0,15,33,Full
62,High School,3298,0,1,45,Full
52,Masters,5908,0,10,30,Full
46,Bachelor,101,0,6,25,Full
48,High School,1748,0,1,27,Full
47,High School,104,0,1,30,Full
45,Bachelor,3008,1,5,25,Full
41,High School,106,0,5,19,Full
40,High School,2295,0,9,22,Full
38,High School,94,0,1,17,Full
50,High School,5982,0,8,29,Full
45,Masters,98,0,17,29,Full
44,High School,7539,0,9,26,Full
31,High School,116,0,1,11,Full
37,High School,118,0,1,19,Full
49,Bachelor,2027,1,10,27,Full
49,High School,112,0,3,33,Full
52,Bachelor,92,0,9,36,Full
38,Bachelor,5143,1,6,19,Full
52,Bachelor,96,0,11,31,Full
37,High School,87,0,8,18,Full
55,Masters,99,0,10,36,Full
51,High School,3509,0,1,29,Full
58,Masters,92,0,16,37,Full
44,Masters,115,0,1,26,Full
37,PhD,90,0,13,16,Full
32,Bachelor,104,0,9,15,Full
46,Masters,102,0,10,28,Full
51,High School,94,0,6,30,Full
36,Masters,3488,0,19,20,Full
40,Bachelor,103,0,6,21,Full
41,Masters,100,0,19,21,Full
64,PhD,101,0,15,47,Full
22,Bachelor,109,0,1,0,Ls
51,PhD,96,1,13,33,Full
31,Masters,98,0,9,9,Full
57,Masters,101,0,9,40,Full
47,Masters,102,0,20,27,Full
33,Bachelor,105,0,6,12,Full
57,Masters,94,0,10,38,Full
35,PhD,1973,1,14,16,Full
44,Masters,96,0,12,28,Full
43,Masters,92,0,13,22,Full
45,Bachelor,110,0,1,24,Full
44,Masters,107,0,15,26,Full
51,Bachelor,99,0,9,35,Full
56,PhD,95,0,13,39,Full
36,High School,115,0,6,16,Full
55,Bachelor,97,0,8,34,Full
46,High School,116,0,7,26,Full
45,High School,126,1,1,24,Full
58,Bachelor,2318,0,15,42,Full
48,Masters,106,0,17,26,Full
56,Bachelor,103,0,11,40,Full
45,Masters,98,1,19,28,Full
45,High School,101,0,1,26,Full
35,Bachelor,117,1,7,15,Full
36,Bachelor,727,0,11,15,Full
57,Bachelor,108,0,7,35,Full
44,High School,95,0,10,22,Full
38,High School,4322,1,1,17,Full
43,Bachelor,2323,0,10,27,Full
32,High School,6506,0,6,11,Full
44,High School,100,0,11,24,Full
43,Bachelor,98,0,9,24,Full
58,High School,100,0,1,38,Full
43,Masters,98,0,16,24,Full
46,Bachelor,100,0,11,27,Full
52,High School,101,0,9,34,Full
46,High School,123,0,1,29,Full
55,Masters,106,0,1,35,Full
39,Bachelor,1097,0,7,20,Full
37,High School,3327,0,1,17,Full
45,Masters,96,0,11,29,Full
56,High School,107,1,1,39,Full
63,High School,105,0,1,46,Full
34,High School,103,0,8,18,Full
61,High School,4578,0,1,45,Full
33,Bachelor,98,0,8,13,Full
36,High School,107,0,1,14,Full
47,PhD,101,0,12,29,Full
47,High School,101,0,1,27,Full
48,Bachelor,3682,0,12,28,Full
50,High School,91,0,9,31,Full
46,High School,102,0,1,24,Full
56,Masters,102,0,13,36,Full
47,PhD,97,0,16,30,Full
28,High School,107,0,1,7,Full
49,High School,117,0,7,31,Full
34,Bachelor,1324,0,8,18,Full
48,High School,3806,0,1,31,Full
50,Masters,4667,0,13,34,Full
54,Bachelor,101,0,4,35,Full
40,Bachelor,106,0,5,18,Full
37,Bachelor,98,0,11,17,Full
41,Masters,2489,0,10,22,Full
41,Bachelor,5901,0,8,25,Full
46,High School,116,0,1,26,Full
55,Masters,98,0,13,34,Full
47,Bachelor,99,0,11,26,Full
58,Masters,90,0,21,36,Full
38,High School,2437,0,12,18,Full
51,Bachelor,6006,0,14,32,Full
35,Bachelor,1475,1,15,19,Full
52,High School,94,0,8,34,Full
40,High School,5117,0,1,21,Full
47,Masters,838,1,10,30,Full
33,High School,98,1,6,16,Full
26,High School,6167,0,8,9,Full
37,High School,2745,0,4,21,Full
42,PhD,100,0,14,25,Full
53,High School,107,0,1,31,Full
49,Bachelor,112,0,5,32,Full
23,Bachelor,100,0,9,3,P2
45,Masters,1379,1,8,25,Full
42,High School,106,0,1,22,Full
48,High School,2590,0,1,32,Full
57,Bachelor,6579,0,9,40,Full
53,High School,3352,1,1,34,Full
40,PhD,103,0,21,23,Full
39,High School,6481,0,3,17,Full
50,PhD,110,0,5,30,Full
51,Masters,104,1,16,30,Full
39,Masters,5431,1,20,22,Full
51,Masters,108,0,16,31,Full
33,Masters,7476,0,18,16,Full
43,Masters,3467,0,17,22,Full
36,High School,3008,0,1,20,Full
50,High School,115,0,1,28,Full
55,Bachelor,102,0,8,37,Full
50,High School,93,0,1,28,Full
40,High School,103,0,1,18,Full
36,PhD,107,0,12,18,Full
48,Masters,99,0,9,31,Full
46,High School,112,0,1,27,Full
50,Masters,93,0,15,33,Full
44,Bachelor,96,0,6,23,Full
37,High School,7234,0,9,15,Full
54,Masters,97,0,11,37,Full
38,High School,110,0,1,20,Full
54,High School,97,0,8,37,Full
50,Bachelor,101,0,7,33,Full
46,High School,105,0,7,26,Full
43,Bachelor,104,0,8,26,Full
49,High School,104,0,1,27,Full
28,High School,2988,0,6,8,Full
53,High School,93,0,5,37,Full
47,Masters,96,0,14,28,Full
46,PhD,2300,0,1,29,Full
49,High School,111,0,8,27,Full
54,Bachelor,118,0,1,34,Full
48,High School,3662,0,7,27,Full
49,PhD,100,0,8,28,Full
59,High School,105,0,1,39,Full
41,High School,94,0,6,19,Full
50,Bachelor,105,0,13,29,Full
50,High School,2299,0,3,29,Full
50,High School,89,0,9,33,Full
51,High School,113,0,7,33,Full
61,PhD,104,0,19,43,Full
43,High School,103,0,1,26,Full
32,High School,2518,0,3,15,Full
39,Bachelor,85524,0,1,21,Full
30,High School,100,0,10,13,Full
67,Masters,1808,0,20,50,Full
49,Bachelor,4758,0,9,31,Full
48,PhD,89,0,11,28,Full
48,High School,103,0,5,32,Full
45,Bachelor,120,1,1,28,Full
48,High School,867,0,1,30,Full
48,Bachelor,105,0,8,27,Full
35,High School,5979,0,10,18,Full
51,High School,102,0,1,34,Full
46,PhD,7698,1,9,26,Full
61,Bachelor,114,0,1,45,Full
50,Bachelor,94,0,9,33,Full
54,PhD,104,0,14,32,Full
39,High School,1433,0,7,23,Full
52,Bachelor,100,0,11,30,Full
56,High School,16853,0,1,38,Full
56,High School,5428,0,7,38,Full
25,Bachelor,26312,0,8,4,P2
43,Masters,105,0,10,24,Full
41,Bachelor,2391,0,10,21,Full
59,Bachelor,2928,1,1,41,Full
43,High School,109,0,1,22,Full
57,High School,4538,0,6,40,Full
53,High School,5725,1,4,36,Full
41,High School,116,0,5,19,Full
40,High School,4696,0,1,22,Full
35,High School,2483,0,8,16,Full
40,High School,113,0,1,19,Full
47,Bachelor,807,0,15,27,Full
63,High School,95,0,10,42,Full
41,PhD,113,0,8,19,Full
50,Bachelor,117,0,8,31,Full
53,Bachelor,93,0,11,37,Full
49,Bachelor,103,0,6,29,Full
56,High School,100,0,5,36,Full
65,Masters,5400,1,10,48,Full
40,High School,108,0,7,20,Full
41,High School,3589,1,1,21,Full
39,High School,3125,0,6,17,Full
41,Bachelor,100,0,9,24,Full
35,PhD,5689,0,16,15,Full
35,High School,114,0,4,16,Full
40,Bachelor,97,0,9,20,Full
29,Bachelor,99,0,10,11,Full
18,High School,2927,0,9,-4,Ls
46,PhD,108,0,11,26,Full
64,PhD,101,0,17,44,Full
41,Bachelor,742,0,9,25,Full
23,PhD,102,0,23,7,Full
37,High School,110,0,7,16,Full
42,PhD,103,0,19,23,Full
48,Bachelor,94,0,16,32,Full
45,Masters,4506,0,16,24,Full
43,High School,103,0,8,24,Full
43,Masters,96,0,10,22,Full
36,Bachelor,110,0,7,20,Full
37,Masters,94,0,16,21,Full
58,High School,4820,0,7,36,Full
53,PhD,98,0,20,36,Full
50,High School,111,0,1,31,Full
37,Bachelor,99,1,6,16,Full
47,High School,1150,1,7,27,Full
50,PhD,107,0,18,34,Full
45,High School,98,0,1,26,Full
55,High School,98,0,1,35,Full
43,Bachelor,108,0,11,27,Full
34,High School,113,1,9,16,Full
36,Masters,96,0,9,16,Full
36,High School,3317,0,1,14,Full
34,High School,3776,0,6,18,Full
50,Masters,5322,1,18,34,Full
56,Bachelor,2773,0,8,35,Full
42,Masters,100,0,15,22,Full
56,PhD,105,0,7,37,Full
40,High School,5253,1,1,23,Full
40,High School,3321,0,10,19,Full
55,Bachelor,110,0,10,39,Full
47,High School,102,0,8,28,Full
46,Masters,99,0,8,28,Full
60,Masters,7359,1,10,39,Full
43,Bachelor,595,0,9,23,Full
50,Bachelor,4970,0,14,31,Full
54,Bachelor,96,0,9,32,Full
36,High School,4367,0,1,17,Full
33,Bachelor,5987,0,13,14,Full
38,High School,104,0,6,21,Full
50,Masters,114,0,15,33,Full
54,PhD,100,0,14,33,Full
53,High School,85,0,11,32,Full
50,Bachelor,96,0,12,32,Full
39,High School,110,0,1,17,Full
53,Bachelor,103,0,9,37,Full
40,High School,107,0,1,23,Full
39,High School,4347,0,7,18,Full
35,High School,106,0,1,18,Full
47,PhD,109,0,7,30,Full
39,Masters,111,0,8,22,Full
63,PhD,99,0,15,42,Full
48,Masters,97,0,10,26,Full
40,High School,110,0,1,19,Full
54,Masters,96,0,12,36,Full
56,Bachelor,979,0,11,37,Full
48,High School,96,0,1,28,Full
35,High School,2964,0,10,13,Full
51,High School,106,0,9,31,Full
42,High School,117,0,1,23,Full
40,High School,96,0,7,24,Full
39,High School,100,0,5,21,Full
50,Masters,125,0,17,32,Full
42,High School,98,0,6,25,Full
41,High School,115,1,1,22,Full
45,High School,3396,1,8,28,Full
37,High School,100,1,9,17,Full
30,High School,103,0,4,10,Full
49,High School,3745,0,7,30,Full
44,Bachelor,95,0,10,22,Full
33,High School,4910,0,10,13,Full
44,High School,110,0,6,23,Full
34,Bachelor,95,0,9,16,Full
44,High School,106,0,1,27,Full
56,Masters,107,0,7,38,Full
22,High School,2444,0,7,3,P2
37,High School,99,0,6,18,Full
28,Bachelor,107,0,4,8,Full
44,Masters,114,0,17,28,Full
31,High School,101,0,7,10,Full
49,Bachelor,38378,0,7,33,Full
42,Masters,89,0,13,23,Full
42,Bachelor,109,0,7,24,Full
54,High School,108,1,5,33,Full
66,Masters,104,0,9,49,Full
36,Bachelor,105,0,13,20,Full
43,Bachelor,107,0,9,27,Full
46,Masters,95,0,14,28,Full
45,High School,4740,0,1,26,Full
41,Masters,1153,1,17,21,Full
48,Masters,2639,0,20,27,Full
51,Masters,1366,0,5,33,Full
47,Bachelor,106,0,4,28,Full
39,Masters,95,0,21,18,Full
49,Bachelor,4485,0,7,28,Full
49,High School,102,0,8,32,Full
57,High School,88,0,8,38,Full
35,Bachelor,98,0,14,15,Full
48,PhD,104,0,18,29,Full
29,Masters,108,0,17,10,Full
48,Masters,95,1,12,26,Full
52,PhD,87,0,11,34,Full
40,High School,101,0,16,20,Full
44,PhD,96,0,12,24,Full
52,High School,97,0,7,36,Full
45,Bachelor,104,0,1,29,Full
40,Bachelor,105,0,1,23,Full
53,High School,3231,0,1,36,Full
57,Masters,105,0,12,37,Full
45,High School,5434,0,1,24,Full
48,Masters,94,0,14,27,Full
51,PhD,89,0,16,32,Full
48,Bachelor,104,0,10,32,Full
39,High School,2662,0,1,22,Full
52,Bachelor,101,0,9,32,Full
48,Masters,2462,0,14,26,Full
45,High School,106,0,1,26,Full
45,Bachelor,108,0,8,27,Full
35,Bachelor,594,0,13,16,Full
53,Bachelor,91,0,8,37,Full
46,Masters,102,0,13,25,Full
24,High School,714,0,6,5,Full
48,High School,100,0,7,32,Full
51,Masters,1107,1,17,33,Full
48,Masters,94,0,16,29,Full
43,High School,5700,0,7,25,Full
39,High School,105,0,5,23,Full
43,High School,111,0,10,27,Full
45,Masters,105,0,16,29,Full
50,Bachelor,106,0,6,29,Full
38,Bachelor,100,0,13,18,Full
50,Bachelor,92,0,13,34,Full
43,High School,118,0,1,26,Full
41,Bachelor,3698,0,9,22,Full
36,High School,108,0,1,15,Full
40,High School,97,0,5,18,Full
50,Bachelor,115,1,9,28,Full
45,High School,118,0,1,25,Full
48,Masters,104,1,16,30,Full
58,Bachelor,111,0,10,40,Full
40,High School,119,0,1,23,Full
38,High School,101,0,9,19,Full
30,Bachelor,102,0,12,9,Full
41,High School,110,0,1,24,Full
43,Masters,34992,0,8,21,Full
44,High School,105,0,1,23,Full
42,High School,8671,0,1,23,Full
41,Masters,94,0,9,19,Full
46,Bachelor,97,0,19,25,Full
59,Bachelor,23139,0,4,41,Full
44,High School,111,0,9,27,Full
50,High School,108,0,1,28,Full
49,High School,108,0,6,31,Full
48,High School,98,0,6,29,Full
52,High School,100,0,7,35,Full
58,High School,98,0,11,37,Full
30,High School,113,0,1,13,Full
48,Masters,96,0,17,28,Full
47,High School,3824,0,1,27,Full
42,Masters,93,0,12,23,Full
54,Bachelor,112,1,6,35,Full
44,Masters,96,0,11,27,Full
34,High School,8623,0,1,13,Full
46,High School,102,0,7,26,Full
39,Bachelor,4168,0,8,20,Full
65,Masters,101,0,19,48,Full
56,Masters,102,0,12,35,Full
48,Bachelor,102,1,5,29,Full
57,Bachelor,5097,0,10,41,Full
51,Bachelor,97,0,9,29,Full
45,Bachelor,108,0,1,25,Full
49,High School,7111,0,1,30,Full
41,Masters,94,0,9,20,Full
34,High School,101,0,1,13,Full
48,Masters,98,0,11,30,Full
57,Masters,108,0,1,40,Full
52,Masters,96,0,13,35,Full
40,Masters,4290,0,14,20,Full
59,High School,4666,0,8,39,Full
52,High School,2996,0,1,31,Full
45,Masters,97,1,14,28,Full
45,Bachelor,96,0,11,24,Full
42,High School,109,0,1,21,Full
39,High School,100,0,1,20,Full
40,Masters,100,0,12,18,Full
45,PhD,109,0,18,25,Full
42,High School,100,0,11,22,Full
53,Bachelor,106,0,8,36,Full
57,PhD,8521,1,13,40,Full
39,High School,7442,0,1,20,Full
45,PhD,95,0,17,28,Full
64,High School,93,0,9,48,Full
51,Masters,1741,0,17,30,Full
52,Masters,103,0,1,33,Full
61,PhD,100,0,14,40,Full
40,Bachelor,13773,0,1,22,Full
50,Masters,97,0,18,31,Full
51,PhD,114,0,16,35,Full
49,High School,109,0,5,31,Full
46,High School,99,0,10,27,Full
37,High School,112,0,1,20,Full
46,Masters,101,0,16,28,Full
39,High School,102,0,9,17,Full
52,High School,1972,0,7,32,Full
58,Masters,8712,0,22,36,Full
47,Masters,101,0,10,30,Full
46,PhD,96,0,12,27,Full
47,Masters,99,0,12,30,Full
63,Bachelor,107,0,11,46,Full
41,High School,4390,1,8,24,Full
49,High School,3643,0,1,29,Full
58,High School,107,1,6,41,Full
49,PhD,97,0,8,29,Full
55,Masters,103,0,15,36,Full
47,High School,105,0,7,31,Full
54,Masters,102,0,15,34,Full
33,High School,107,0,1,16,Full
51,Bachelor,1264,0,11,31,Full
59,High School,3141,0,9,37,Full
60,Bachelor,1511,0,11,42,Full
50,PhD,2641,0,12,31,Full
52,Bachelor,101,0,1,35,Full
37,High School,87,0,10,15,Full
49,Bachelor,94,0,11,27,Full
54,Masters,94,1,15,36,Full
46,Bachelor,97,0,16,28,Full
41,High School,117,0,1,21,Full
34,Bachelor,100,0,13,16,Full
37,Bachelor,98,0,13,20,Full
31,High School,4448,0,1,10,Full
55,Masters,98,0,12,37,Full
73,Bachelor,98,0,8,51,Full
45,Masters,101,0,19,23,Full
58,Bachelor,4906,0,13,36,Full
59,Masters,4970,0,12,41,Full
53,Masters,97,0,9,33,Full
45,PhD,103,0,10,28,Full
37,High School,5072,0,5,16,Full
46,PhD,6978,0,15,30,Full
35,High School,106,0,1,16,Full
39,High School,100,0,1,23,Full
46,High School,6663,1,1,30,Full
42,Bachelor,3270,0,1,25,Full
46,High School,105,0,1,29,Full
40,Masters,94,1,16,22,Full
39,Bachelor,1710,1,11,20,Full
39,Bachelor,23154,0,10,19,Full
41,Masters,96,0,13,24,Full
50,High School,96,0,1,33,Full
53,Masters,109,0,14,35,Full
33,High School,116,0,5,14,Full
45,High School,104,0,8,23,Full
42,High School,5662,0,9,21,Full
52,Masters,99,0,15,32,Full
57,High School,105,0,6,38,Full
40,High School,19470,0,1,21,Full
35,High School,105,0,7,17,Full
47,Bachelor,106,0,5,26,Full
58,PhD,103,0,1,36,Full
50,Bachelor,89,0,8,34,Full
44,High School,8861,0,7,27,Full
35,Masters,97,0,18,19,Full
37,Masters,5300,0,13,15,Full
49,Masters,97,0,16,33,Full
48,Masters,108,0,17,32,Full
45,High School,96,0,1,27,Full
50,High School,602,0,10,30,Full
46,High School,108,1,1,25,Full
37,PhD,111,1,6,18,Full
44,High School,5063,0,3,22,Full
41,High School,4748,0,1,25,Full
45,Bachelor,113,0,9,25,Full
55,Bachelor,99,0,16,37,Full
47,High School,113,0,1,27,Full
42,Bachelor,95,0,9,21,Full
48,Bachelor,102,0,12,30,Full
28,High School,111,0,1,9,Full
40,Masters,92,0,17,23,Full
48,Masters,103,0,18,31,Full
34,High School,120,0,1,15,Full
39,PhD,1643,0,17,18,Full
51,Masters,110,0,12,29,Full
40,Masters,114,0,1,22,Full
44,Bachelor,98,0,13,27,Full
45,High School,113,0,1,23,Full
41,Bachelor,100,0,11,20,Full
39,Masters,17618,1,12,18,Full
46,Bachelor,97,0,8,30,Full
50,Bachelor,104,0,10,29,Full
33,Masters,105,0,21,15,Full
51,Bachelor,2865,0,7,34,Full
47,Masters,89,0,9,30,Full
44,High School,97,0,10,28,Full
63,Masters,92,0,13,44,Full
46,Masters,106,0,11,29,Full
47,Masters,103,0,16,26,Full
45,High School,107,0,1,29,Full
25,High School,5642,0,7,5,Full
41,Bachelor,109,0,10,22,Full
55,Bachelor,108,0,8,37,Full
46,PhD,95,0,13,27,Full
43,Masters,106,0,18,26,Full
40,Bachelor,1619,0,12,23,Full
31,High School,115,0,7,15,Full
37,PhD,101,1,1,15,Full
40,Bachelor,118,0,10,23,Full
34,High School,6961,0,6,15,Full
41,Bachelor,115,0,9,20,Full
51,High School,2746,0,7,35,Full
51,Bachelor,104,0,1,31,Full
55,High School,109,0,10,35,Full
28,Bachelor,2351,1,10,7,Full
57,Masters,106,0,19,36,Full
46,Masters,108,0,10,24,Full
51,High School,109,0,7,31,Full
52,Masters,5065,1,19,36,Full
46,Bachelor,93,0,13,27,Full
42,High School,107,0,7,26,Full
36,High School,97,0,8,15,Full
49,High School,106,0,1,27,Full
50,PhD,106,0,17,32,Full
37,Bachelor,103,0,5,21,Full
33,High School,111,0,1,16,Full
30,Masters,108,0,14,10,Full
44,High School,110,0,1,28,Full
42,High School,3350,0,1,20,Full
38,Bachelor,18856,0,11,20,Full
42,High School,3089,1,8,25,Full
42,Masters,101,0,10,23,Full
42,Bachelor,91,0,12,26,Full
52,PhD,110,0,15,32,Full
47,Masters,100,0,15,30,Full
49,Masters,105,1,11,33,Full
44,Bachelor,89,0,12,27,Full
48,High School,4691,0,1,31,Full
53,Masters,11802,0,15,36,Full
36,Bachelor,18774,0,14,18,Full
53,Masters,101,0,13,37,Full
59,Bachelor,101,0,10,37,Full
46,Bachelor,99,0,12,24,Full
54,High School,3238,0,9,33,Full
47,Bachelor,116,0,9,30,Full
57,Masters,2106,0,16,41,Full
43,Bachelor,2112,0,5,26,Full
41,High School,106,0,1,21,Full
49,High School,2668,0,1,33,Full
50,Bachelor,104,0,5,34,Full
54,Masters,93,0,16,34,Full
50,PhD,96,0,16,34,Full
48,Bachelor,105,1,11,31,Full
34,Bachelor,98,0,10,16,Full
51,Masters,108,0,1,35,Full
35,Bachelor,108,0,15,13,Full
47,High School,3043,0,7,27,Full
52,High School,103,0,1,34,Full
48,Bachelor,106,0,10,26,Full
40,Masters,99,0,13,24,Full
35,PhD,91,1,13,14,Full
49,Bachelor,88,0,8,32,Full
44,Bachelor,111,0,4,23,Full
44,Masters,5453,1,16,25,Full
59,Bachelor,105,1,6,38,Full
40,Bachelor,113,0,6,21,Full
40,Bachelor,95,0,13,22,Full
56,Bachelor,100,0,9,36,Full
54,Masters,106,0,1,38,Full
36,High School,98,0,8,17,Full
38,Bachelor,111,0,3,17,Full
45,High School,5951,1,1,26,Full
33,High School,677,0,1,17,Full
38,High School,1897,0,5,22,Full
39,Bachelor,3521,0,6,19,Full
45,High School,104,0,7,23,Full
40,High School,1737,0,1,24,Full
51,Masters,120,1,1,32,Full
40,PhD,102,0,11,24,Full
27,Bachelor,5003,0,8,10,Full
42,High School,5400,0,1,20,Full
55,High School,103,0,1,36,Full
54,PhD,101,1,10,36,Full
48,High School,96,0,6,28,Full
45,Bachelor,102,0,7,26,Full
37,High School,2144,0,1,21,Full
48,High School,121,0,1,26,Full
31,High School,724,0,4,11,Full
45,High School,7291,0,1,25,Full
40,Bachelor,97,0,11,19,Full
54,High School,6491,0,1,36,Full
37,High School,100,0,6,16,Full
25,High School,49180,0,1,8,Full
38,High School,111,0,11,21,Full
47,High School,107,0,1,25,Full
50,High School,102,0,1,34,Full
42,Masters,94,0,14,25,Full
50,Bachelor,102,0,7,30,Full
43,High School,90,0,8,22,Full
29,Bachelor,95,0,11,13,Full
51,Masters,4208,0,18,34,Full
34,Bachelor,95,0,8,18,Full
45,High School,112,0,1,25,Full
54,Bachelor,106,0,11,33,Full
41,High School,104,0,10,21,Full
41,PhD,97,0,22,22,Full
41,Bachelor,116,0,1,24,Full
52,PhD,96,0,15,35,Full
48,High School,6607,0,1,30,Full
40,Bachelor,112,0,6,23,Full
45,Masters,108,0,13,29,Full
49,PhD,107,1,16,33,Full
47,PhD,105,0,17,25,Full
43,Bachelor,3393,0,6,21,Full
45,Bachelor,92,0,9,24,Full
63,Masters,97,0,15,43,Full
35,High School,4363,0,11,13,Full
44,High School,108,0,6,28,Full
52,High School,105,0,1,34,Full
40,High School,112,0,1,20,Full
55,PhD,97,0,19,35,Full
36,Bachelor,107,0,10,14,Full
46,High School,3281,1,10,26,Full
48,High School,102,0,1,27,Full
47,High School,106,0,5,30,Full
44,PhD,108,0,18,28,Full
27,Bachelor,115,0,1,10,Full
48,Masters,105,0,14,29,Full
45,Bachelor,121,0,5,25,Full
55,Bachelor,108,0,1,36,Full
41,Masters,103,0,13,24,Full
38,High School,112,0,1,16,Full
39,Bachelor,112,0,13,23,Full
45,Bachelor,2580,0,12,25,Full
40,High School,108,0,1,21,Full
46,Masters,98,0,15,25,Full
47,Masters,104,0,7,25,Full
44,Bachelor,105,0,9,25,Full
47,High School,108,0,6,27,Full
50,High School,7911,0,1,32,Full
63,High School,101,0,8,43,Full
50,Masters,114,0,18,29,Full
54,High School,105,0,5,33,Full
41,Bachelor,112,1,3,19,Full
61,Masters,104,0,15,42,Full
38,High School,2746,0,9,21,Full
45,High School,104,0,1,23,Full
36,High School,101,0,1,19,Full
34,High School,960,0,9,12,Full
42,Bachelor,106,0,9,23,Full
55,High School,109,0,1,38,Full
54,Masters,100,0,5,32,Full
36,Bachelor,110,1,7,19,Full
38,Bachelor,2468,0,7,20,Full
45,High School,1856,0,1,26,Full
51,Masters,96,1,10,35,Full
39,Bachelor,98,0,6,21,Full
28,High School,6387,0,8,9,Full
46,Bachelor,7145,0,5,29,Full
68,PhD,103,0,11,51,Full
54,High School,5126,0,5,38,Full
37,High School,101,0,1,20,Full
55,PhD,106,1,1,39,Full
43,High School,103,0,8,21,Full
46,High School,6988,0,1,29,Full
45,High School,112,0,4,25,Full
38,Bachelor,102,0,12,18,Full
41,Bachelor,110,0,14,24,Full
38,Bachelor,1696,0,8,22,Full
46,Bachelor,5102,0,13,30,Full
47,Bachelor,105,0,4,29,Full
56,Bachelor,58851,0,11,34,Full
29,High School,118,0,5,7,Full
48,Masters,97,0,17,28,Full
55,Masters,98,0,11,34,Full
48,High School,101,0,7,26,Full
41,Bachelor,111,0,5,20,Full
37,Bachelor,6261,0,9,19,Full
36,High School,109,0,1,20,Full
30,High School,5452,1,1,8,Full
42,Bachelor,113,0,11,25,Full
40,Masters,3022,0,22,20,Full
43,High School,2819,0,12,24,Full
48,Bachelor,95,0,11,31,Full
54,Bachelor,104,0,12,38,Full
33,Bachelor,3976,0,12,12,Full
46,Bachelor,105,1,13,24,Full
53,Masters,92,0,19,33,Full
29,High School,110,0,1,8,Full
50,Masters,109,0,19,34,Full
39,Bachelor,94,0,14,18,Full
39,Masters,93,0,21,18,Full
54,High School,101,0,1,38,Full
37,Masters,108,0,14,18,Full
54,Bachelor,8378,0,13,32,Full
46,Masters,103,0,16,30,Full
39,High School,116,0,6,17,Full
52,High School,721,0,1,31,Full
41,Bachelor,7491,0,11,25,Full
47,PhD,93,0,21,31,Full
41,High School,96,0,7,19,Full
37,Masters,5847,1,14,18,Full
44,High School,5458,0,8,26,Full
53,High School,108,0,4,37,Full
35,High School,100,0,1,19,Full
40,High School,115,0,1,23,Full
43,High School,7199,1,1,23,Full
45,High School,111,0,1,25,Full
51,Bachelor,97,0,12,31,Full
38,Masters,92,1,13,17,Full
51,High School,102,0,1,29,Full
34,High School,91,0,10,14,Full
49,High School,115,0,1,29,Full
53,Bachelor,96,0,11,36,Full
54,High School,6093,0,1,35,Full
50,Masters,101,0,11,30,Full
47,High School,113,0,6,25,Full
48,Bachelor,100,0,10,31,Full
50,High School,4477,1,1,33,Full
35,Bachelor,1700,0,5,19,Full
34,Masters,98,0,18,14,Full
41,Masters,100,0,16,19,Full
43,Masters,102,0,5,22,Full
45,High School,112,0,1,28,Full
54,Masters,95,0,10,37,Full
34,High School,1443,0,1,17,Full
19,High School,4386,0,5,2,P1
51,High School,111,0,1,29,Full
50,Bachelor,111,0,11,32,Full
40,High School,3549,0,1,18,Full
38,Bachelor,88,1,10,21,Full
45,Bachelor,111,0,1,26,Full
37,PhD,1137,0,16,18,Full
43,Bachelor,3211,0,7,21,Full
41,Bachelor,95,0,8,20,Full
