index,index,timeascustomer,driverage,insuranceaccess,insurancepremium,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,vehicleage,driverexperience,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,licencetype,drivergender,fraud
6068,6068,107,42,2000,1485,17,1,1,1,7000,2,22,MD,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,0
6069,6069,107,46,500,939,0,1,0,1,7000,13,27,High School,Single Vehicle Collision,Minor Damage,,Full,0.0,0
6070,6070,115,44,500,1615,3,1,1,1,2000,1,28,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6071,6071,58,48,2000,1667,17,1,1,0,7000,14,27,College,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
6072,6072,224,42,500,1213,11,1,0,1,55200,17,20,High School,Parked Car,Total Loss,Police,Full,0.0,0
6073,6073,86,55,2000,1121,11,1,1,0,5000,0,39,PhD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
6074,6074,79,57,500,1207,21,1,0,0,3000,4,35,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
6075,6075,246,43,1000,1267,0,1,2,0,50700,9,22,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6076,6076,343,52,1000,1053,2,1,0,0,47630,10,31,PhD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6077,6077,152,33,1000,1034,18,1,1,0,63900,1,16,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6078,6078,80,38,2000,1532,11,1,1,1,5000,2,22,High School,Single Vehicle Collision,Major Loss,Fire,Full,0.0,0
6079,6079,48,60,500,1611,2,4,1,1,7000,13,39,High School,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
6080,6080,39,53,500,1505,5,1,1,0,1000,20,37,High School,Single Vehicle Collision,Minor Damage,Fire,Full,0.0,0
6081,6081,8,36,500,1600,7,1,0,1,4000,13,16,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6082,6082,86,42,2000,1422,11,1,1,1,8000,8,26,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,0
6083,6083,33,42,1000,1334,22,3,1,1,5000,0,21,Bachelor,Parked Car,Total Loss,,Full,0.0,0
6084,6084,202,38,2000,1133,12,1,1,0,77440,10,19,Masters,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6085,6085,189,36,2000,1389,17,3,1,1,79560,6,14,MD,Multi-vehicle Collision,Major Damage,,Full,0.0,0
6086,6086,6,58,1000,1360,15,3,1,1,2000,5,41,Associate,Single Vehicle Collision,Major Damage,Fire,Full,0.0,0
6087,6087,11,32,2000,891,3,3,0,1,6000,19,11,High School,Vehicle Theft,Total Loss,Police,Full,0.0,0
6088,6088,72,33,1000,981,23,1,1,0,1000,16,11,Masters,Vehicle Theft,Minor Loss,Police,Full,0.0,0
6089,6089,399,55,2000,996,23,3,1,1,88400,5,38,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
6090,6090,107,55,1000,995,1,1,0,0,2000,5,38,Bachelor,Single Vehicle Collision,Minor Loss,,Full,0.0,1
6091,6091,19,61,2000,935,18,1,1,1,4000,8,40,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
6092,6092,39,58,500,988,6,1,0,1,10000,16,41,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6093,6093,56,36,500,1533,13,1,1,1,58500,14,14,High School,Parked Car,Total Loss,Fire,Full,0.0,0
6094,6094,61,50,500,1242,6,3,1,1,4000,14,28,High School,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6095,6095,117,28,500,1265,13,2,0,0,55440,6,6,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6096,6096,128,35,500,1367,10,3,2,0,88220,7,16,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6097,6097,230,39,1000,905,0,1,1,0,74200,13,20,Masters,Parked Car,Minor Loss,Ambulance,Full,0.0,1
6098,6098,28,28,2000,1336,3,3,1,1,7000,19,6,High School,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
6099,6099,147,34,1000,1276,13,1,2,0,101010,17,13,PhD,Multi-vehicle Collision,Major Damage,Fire,Full,0.0,0
6100,6100,39,25,2000,1307,2,4,0,1,2000,16,4,JD,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
6101,6101,29,61,500,878,8,1,1,1,2000,11,43,Masters,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
6102,6102,84,32,500,1694,0,1,0,0,57240,20,11,Bachelor,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
6103,6103,147,34,1000,1276,13,1,2,0,101010,17,13,High School,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6104,6104,92,40,2000,1531,1,2,0,1,3000,2,23,Bachelor,Parked Car,Minor Damage,Other,Full,0.0,0
6105,6105,105,25,1000,1265,18,1,1,1,5000,0,9,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
6106,6106,68,27,2000,1305,16,3,1,0,6000,2,5,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
6107,6107,76,54,500,1518,5,3,1,1,9000,6,34,Bachelor,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
6108,6108,134,32,500,1612,2,1,2,1,64240,0,13,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6109,6109,41,25,1000,1227,12,3,2,0,45120,4,3,College,Vehicle Theft,Minor Loss,,Full,0.0,0
6110,6110,53,25,2000,1275,10,1,1,1,10000,18,6,JD,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6111,6111,91,36,500,1046,17,1,0,1,2000,12,18,JD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6112,6112,254,40,500,1391,23,1,2,0,53460,6,18,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6113,6113,6,45,2000,1586,22,1,1,1,4000,13,23,MD,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
6114,6114,422,60,1000,1556,11,1,1,0,85250,16,39,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,0
6115,6115,101,46,1000,1460,8,3,0,0,4000,7,30,JD,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6116,6116,283,48,1000,1475,9,1,2,0,6560,12,32,College,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6117,6117,36,60,1000,1362,19,1,1,0,10000,6,43,Bachelor,Vehicle Theft,Total Loss,,Full,0.0,0
6118,6118,140,36,500,1364,10,3,2,1,79500,15,19,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
6119,6119,88,50,500,1215,14,1,1,0,10000,16,31,MD,Multi-vehicle Collision,Major Loss,,Full,0.0,0
6120,6120,104,36,500,1140,11,3,1,1,2000,19,18,Masters,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
6121,6121,38,62,2000,1349,1,1,1,1,4000,8,41,Bachelor,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
6122,6122,39,33,500,996,6,3,1,0,4000,7,11,High School,Vehicle Theft,Total Loss,Ambulance,Full,0.0,0
6123,6123,38,49,2000,854,15,1,1,1,2000,2,28,College,Multi-vehicle Collision,Total Loss,,Full,0.0,1
6124,6124,78,27,500,1061,4,1,0,0,6050,6,9,Masters,Multi-vehicle Collision,Major Loss,,Full,0.0,0
6125,6125,115,39,2000,1511,9,1,1,1,6000,16,20,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
6126,6126,24,56,1000,970,0,3,1,0,10000,5,37,Bachelor,Parked Car,Minor Damage,Police,Full,0.0,0
6127,6127,236,39,1000,1151,17,1,0,0,8700,12,17,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
6128,6128,41,25,1000,1004,13,3,1,0,48000,20,3,Bachelor,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
6129,6129,109,57,1000,1383,5,3,0,1,8000,13,39,Masters,Parked Car,Minor Damage,Ambulance,Full,0.0,0
6130,6130,108,35,1000,1604,19,1,1,0,5000,20,15,Bachelor,Single Vehicle Collision,Major Loss,,Full,0.0,0
6131,6131,113,50,1000,1032,20,1,1,1,4000,4,34,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6132,6132,280,45,1000,1398,0,3,1,0,84720,16,27,College,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
6133,6133,472,64,500,989,13,1,2,0,70900,13,42,Bachelor,Multi-vehicle Collision,Minor Damage,,Full,0.0,0
6134,6134,77,38,500,955,21,3,1,1,3000,17,16,High School,Single Vehicle Collision,Trivial Damage,,Full,0.0,0
6135,6135,145,37,2000,1434,13,1,2,0,55110,13,21,Bachelor,Parked Car,Minor Damage,Ambulance,Full,0.0,0
6136,6136,270,41,1000,817,17,3,1,0,60190,1,20,High School,Parked Car,Major Loss,Police,Full,0.0,0
6137,6137,259,44,2000,1656,8,1,0,1,105820,13,23,High School,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,0
6138,6138,76,52,2000,1679,15,1,0,1,7000,10,32,PhD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6139,6139,31,54,500,1480,7,3,0,1,1000,20,33,Bachelor,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6140,6140,165,32,500,1399,9,1,2,0,3960,17,14,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6141,6141,235,39,2000,1454,10,1,0,0,60320,3,21,Masters,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
6142,6142,371,52,1000,1243,2,2,2,0,88920,5,30,Associate,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6143,6143,107,42,2000,1485,17,1,1,1,7000,2,22,High School,Parked Car,Total Loss,Police,Full,0.0,0
6144,6144,97,27,500,1588,22,3,2,1,75690,1,11,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6145,6145,209,39,500,1265,22,1,1,0,37800,20,20,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6146,6146,156,37,1000,1086,17,3,1,1,77440,16,15,College,Parked Car,Major Damage,Ambulance,Full,0.0,1
6147,6147,91,64,1000,1245,0,1,1,1,10000,2,48,High School,Single Vehicle Collision,Minor Loss,,Full,0.0,0
6148,6148,79,30,500,1222,6,1,0,1,3000,2,8,Bachelor,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
6149,6149,110,27,1000,1665,3,1,0,0,57500,5,8,Associate,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,1
6150,6150,15,26,1000,1381,5,3,1,1,4000,15,9,College,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
6151,6151,60,40,1000,1202,12,1,1,0,1000,6,20,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6152,6152,53,25,1000,1024,1,4,1,0,3000,5,5,Masters,Parked Car,Total Loss,Ambulance,Full,0.0,0
6153,6153,101,43,1000,1076,19,1,1,1,2000,2,25,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
6154,6154,146,31,2000,1083,3,1,2,0,5220,0,14,MD,Vehicle Theft,Total Loss,,Full,0.0,0
6155,6155,104,27,1000,1570,15,3,0,0,3000,19,6,High School,Single Vehicle Collision,Total Loss,Fire,Full,0.0,0
6156,6156,237,40,1000,883,6,1,1,0,77880,10,24,High School,Parked Car,Total Loss,Police,Full,0.0,0
6157,6157,87,59,1000,1304,8,1,1,0,6000,1,42,High School,Parked Car,Minor Damage,Ambulance,Full,0.0,0
6158,6158,52,58,1000,1523,6,1,1,0,8000,6,39,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6159,6159,300,49,1000,1441,3,1,1,0,7080,14,33,PhD,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6160,6160,101,38,500,1241,9,1,1,1,1000,4,19,MD,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,1
6161,6161,91,53,500,1395,7,2,1,1,10000,18,36,Masters,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6162,6162,243,43,500,1308,10,3,0,0,37530,7,23,Associate,Multi-vehicle Collision,Minor Damage,Other,P2,0.0,0
6163,6163,152,33,1000,1034,18,1,1,0,63900,1,16,High School,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
6164,6164,146,36,2000,1234,16,3,1,0,55900,0,20,MD,Single Vehicle Collision,Minor Damage,Other,Full,0.0,0
6165,6165,50,51,1000,1166,12,3,0,0,6000,0,32,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
6166,6166,18,25,500,871,20,1,1,1,6000,3,6,High School,Single Vehicle Collision,Total Loss,,Full,0.0,0
6167,6167,309,47,500,1528,15,4,0,0,77800,13,27,JD,Vehicle Theft,Major Loss,Other,Full,0.0,0
6168,6168,194,39,1000,1489,15,1,2,1,8060,11,20,High School,Vehicle Theft,Total Loss,Ambulance,Full,0.0,0
6169,6169,42,32,1000,1465,20,3,0,1,4000,3,16,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
6170,6170,36,53,2000,849,4,3,1,0,6000,14,36,Bachelor,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
6171,6171,235,42,500,1073,7,4,2,1,69100,9,24,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
6172,6172,205,42,2000,1388,19,1,2,0,86130,20,23,College,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6173,6173,6,60,2000,1015,14,4,1,1,5000,1,38,PhD,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,0
6174,6174,50,25,1000,964,18,1,1,1,10000,12,5,PhD,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
6175,6175,421,56,500,1936,7,1,2,0,92730,11,40,PhD,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
6176,6176,30,36,500,1488,17,3,2,0,57900,7,18,Masters,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6177,6177,217,39,2000,1400,16,3,0,0,64920,18,17,PhD,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6178,6178,239,39,500,1397,0,4,0,0,76890,8,21,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6179,6179,68,54,2000,1422,17,1,1,0,9000,16,38,MD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
6180,6180,75,27,1000,1141,15,2,0,1,71640,7,11,High School,Single Vehicle Collision,Minor Loss,,Full,0.0,0
6181,6181,431,54,1000,1372,13,3,2,0,63240,18,32,Masters,Multi-vehicle Collision,Major Damage,Other,Full,0.0,0
6182,6182,134,36,1000,1497,17,3,2,1,77200,19,15,College,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6183,6183,43,58,2000,1050,18,3,1,1,4000,9,38,JD,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6184,6184,77,60,2000,1357,4,1,1,0,9000,15,39,Bachelor,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
6185,6185,285,43,2000,1513,7,1,1,0,2520,18,23,Masters,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,0
6186,6186,289,45,2000,1221,9,1,2,0,2700,9,28,College,Single Vehicle Collision,Minor Loss,,Full,0.0,0
6187,6187,73,57,1000,1410,3,3,0,1,10000,5,40,Bachelor,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
6188,6188,140,31,2000,1555,2,1,1,0,6120,13,13,Associate,Single Vehicle Collision,Total Loss,,Full,0.0,0
6189,6189,116,59,1000,1469,12,4,1,1,2000,10,40,MD,Multi-vehicle Collision,Total Loss,,P2,0.0,0
6190,6190,257,43,2000,930,12,1,2,1,63240,10,24,Bachelor,Parked Car,Minor Damage,Ambulance,Full,0.0,0
6191,6191,23,51,1000,1538,2,3,1,1,7000,3,29,MD,Multi-vehicle Collision,Major Loss,,Full,0.0,0
6192,6192,70,58,500,1291,5,1,1,1,2000,10,41,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
6193,6193,322,44,1000,1156,20,3,0,0,49400,5,22,Masters,Multi-vehicle Collision,Major Loss,,Full,0.0,0
6194,6194,93,31,2000,1017,21,3,1,0,48070,1,13,PhD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6195,6195,274,43,2000,1352,22,1,0,1,63840,9,25,High School,Single Vehicle Collision,Major Loss,,Full,0.0,0
6196,6196,61,24,500,923,15,3,2,0,65520,4,2,Associate,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
6197,6197,22,42,500,852,10,4,0,1,2000,16,24,High School,Parked Car,Major Damage,Police,Full,0.0,0
6198,6198,64,32,500,1412,9,3,1,1,9000,20,10,Bachelor,Single Vehicle Collision,Minor Damage,Other,Full,0.0,1
6199,6199,110,59,500,1264,17,3,1,1,10000,6,42,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
6200,6200,61,46,2000,1632,23,1,1,1,7000,17,26,College,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
6201,6201,30,60,1000,916,3,4,0,0,7000,0,40,College,Parked Car,Total Loss,Police,Full,0.0,0
6202,6202,20,60,2000,900,20,3,1,0,1000,9,42,MD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
6203,6203,98,51,500,1199,4,3,1,0,10000,15,32,MD,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6204,6204,113,52,500,955,23,3,0,1,2000,20,30,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
6205,6205,130,30,2000,1193,16,3,2,0,48950,10,12,JD,Vehicle Theft,Minor Loss,Ambulance,P1,0.0,0
6206,6206,48,31,500,1168,18,1,1,1,2000,16,12,Associate,Vehicle Theft,Total Loss,Ambulance,Full,0.0,1
6207,6207,19,40,500,1150,9,3,0,1,1000,17,22,PhD,Vehicle Theft,Major Loss,Fire,Full,0.0,0
6208,6208,407,55,1000,1250,0,3,2,1,68160,5,38,MD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6209,6209,359,47,2000,1368,13,1,0,0,55500,3,26,MD,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
6210,6210,169,39,2000,1140,9,3,0,0,46200,0,23,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
6211,6211,92,58,1000,1655,18,4,1,1,1000,9,39,Associate,Vehicle Theft,Major Loss,,Full,0.0,0
6212,6212,30,48,500,1137,1,1,1,1,2000,1,32,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6213,6213,48,41,1000,1203,3,1,1,1,8000,11,22,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6214,6214,47,25,2000,1368,1,1,1,1,6000,6,5,College,Parked Car,Total Loss,Ambulance,Full,0.0,0
6215,6215,62,43,1000,1597,11,1,1,1,8000,17,27,PhD,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,0
6216,6216,32,35,500,890,11,3,1,1,9000,12,13,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6217,6217,80,41,2000,1621,15,1,0,1,10000,10,25,High School,Parked Car,Major Damage,Other,Full,0.0,0
6218,6218,7,28,1000,949,1,3,1,0,7000,17,6,Associate,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
6219,6219,332,47,2000,1083,22,4,2,0,71760,5,26,MD,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
6220,6220,77,27,2000,966,1,3,0,0,67200,20,9,High School,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6221,6221,246,45,500,1594,13,1,0,1,7260,7,25,PhD,Parked Car,Major Damage,Police,Full,0.0,1
6222,6222,6,58,1000,1360,15,3,1,1,2000,5,41,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
6223,6223,110,48,500,1399,15,1,1,1,5000,7,26,JD,Single Vehicle Collision,Total Loss,,Full,0.0,0
6224,6224,402,54,2000,1285,19,1,0,1,67770,2,35,JD,Vehicle Theft,Minor Damage,Police,Full,0.0,0
6225,6225,9,26,1000,1424,4,1,0,1,7000,2,5,Masters,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6226,6226,64,30,500,1648,5,3,0,1,4000,4,14,High School,Parked Car,Minor Loss,Police,Full,0.0,0
6227,6227,80,59,1000,1404,15,1,1,1,9000,16,39,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
6228,6228,147,33,1000,1334,15,1,2,1,53100,20,17,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6229,6229,34,51,500,1411,23,1,1,0,4000,2,29,Masters,Vehicle Theft,Minor Loss,Ambulance,P2,0.0,0
6230,6230,62,57,2000,1020,2,1,1,1,7000,4,36,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
6231,6231,67,37,1000,1483,5,4,0,0,1000,9,16,Masters,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6232,6232,107,27,500,1122,0,1,1,1,6000,10,11,Masters,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6233,6233,68,36,1000,1095,22,3,1,1,9000,6,16,Masters,Parked Car,Major Loss,Fire,Full,0.0,0
6234,6234,73,32,500,954,0,1,1,1,8000,9,16,High School,Single Vehicle Collision,Major Damage,,Full,0.0,0
6235,6235,32,43,1000,1280,14,3,1,1,1000,8,25,MD,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6236,6236,100,43,1000,1065,12,1,1,1,2000,16,25,JD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
6237,6237,69,55,1000,1663,1,1,1,1,6000,12,36,High School,Single Vehicle Collision,Trivial Damage,Other,Full,0.0,1
6238,6238,105,52,1000,1071,17,3,0,1,2000,16,36,High School,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,0
6239,6239,421,57,2000,1206,22,3,0,0,78500,0,39,MD,Vehicle Theft,Total Loss,Police,Full,0.0,0
6240,6240,134,29,2000,1413,7,3,2,0,34650,8,13,Masters,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
6241,6241,216,36,1000,1152,0,1,2,0,6160,1,20,MD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6242,6242,332,47,2000,1083,22,4,2,0,71760,5,26,Masters,Single Vehicle Collision,Major Loss,Other,Full,0.0,1
6243,6243,276,46,2000,1090,17,1,1,0,51390,8,30,Associate,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6244,6244,107,31,500,1239,12,1,0,0,89700,6,13,High School,Vehicle Theft,Major Loss,Police,Full,0.0,0
6245,6245,53,25,1000,1024,1,4,1,0,3000,5,5,JD,Vehicle Theft,Total Loss,Police,Full,0.0,0
6246,6246,20,54,1000,1614,5,1,1,0,3000,15,35,High School,Parked Car,Major Loss,Ambulance,Full,0.0,0
6247,6247,8,52,500,1577,15,1,1,1,6000,16,30,Masters,Multi-vehicle Collision,Minor Damage,,Full,0.0,0
6248,6248,61,25,2000,988,1,3,1,0,32320,15,3,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,0
6249,6249,303,50,2000,836,1,4,1,0,72840,5,33,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6250,6250,106,44,1000,1358,22,1,0,1,5000,9,24,Masters,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6251,6251,290,48,500,1161,20,2,1,0,41520,1,26,College,Multi-vehicle Collision,Trivial Damage,Ambulance,Full,0.0,0
6252,6252,80,28,2000,1313,16,1,0,1,5000,19,12,College,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6253,6253,23,46,1000,944,14,3,1,0,9000,3,26,High School,Single Vehicle Collision,Trivial Damage,Other,Full,0.0,0
6254,6254,328,48,1000,1407,5,1,1,1,71610,11,28,Bachelor,Multi-vehicle Collision,Major Damage,Other,Full,0.0,0
6255,6255,102,25,2000,1409,3,4,1,1,6000,7,4,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
6256,6256,12,28,1000,1428,4,1,0,0,9000,6,6,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6257,6257,18,26,1000,1333,8,3,1,0,7000,16,9,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6258,6258,119,41,1000,1333,23,1,0,0,5000,12,25,JD,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,0
6259,6259,210,39,1000,984,4,1,1,0,7800,18,20,PhD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
6260,6260,168,32,1000,1060,13,2,1,0,57720,8,15,Bachelor,Parked Car,Total Loss,Police,Full,0.0,0
6261,6261,80,61,1000,1027,13,3,1,1,6000,20,44,High School,Parked Car,Total Loss,Ambulance,Full,0.0,1
6262,6262,7,39,500,1112,10,3,0,0,8000,10,17,High School,Vehicle Theft,Minor Loss,Fire,Full,0.0,0
6263,6263,90,49,2000,921,10,1,1,1,9000,12,27,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
6264,6264,239,39,500,1397,0,4,0,0,76890,8,21,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
6265,6265,92,58,1000,1655,18,4,1,1,1000,9,39,MD,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
6266,6266,49,55,500,1342,11,3,1,0,10000,12,33,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
6267,6267,285,43,2000,1513,7,1,1,0,2520,18,23,Bachelor,Vehicle Theft,Minor Loss,Police,Full,0.0,0
6268,6268,231,43,2000,1332,12,1,1,0,66950,0,21,Masters,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
6269,6269,96,64,500,1215,23,1,1,1,1000,16,42,Masters,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
6270,6270,145,37,2000,1434,13,1,2,0,55110,13,21,High School,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6271,6271,478,63,1000,1292,5,1,1,0,4700,8,44,High School,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,0
6272,6272,46,41,2000,998,23,3,1,0,78600,11,25,PhD,Single Vehicle Collision,Major Damage,,Full,0.0,0
6273,6273,111,36,1000,970,2,3,0,1,7000,12,19,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
6274,6274,61,29,1000,1115,10,1,2,1,5900,5,7,Associate,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
6275,6275,415,52,1000,974,15,2,1,1,51090,12,31,College,Parked Car,Total Loss,,Full,0.0,0
6276,6276,62,32,500,1671,12,3,1,0,6000,20,16,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
6277,6277,39,42,2000,1214,3,1,1,1,8000,3,26,Bachelor,Multi-vehicle Collision,Major Damage,Other,Full,0.0,0
6278,6278,407,55,1000,1250,0,3,2,1,68160,5,38,College,Multi-vehicle Collision,Major Damage,Fire,Full,0.0,0
6279,6279,115,30,500,1606,19,1,1,1,2000,16,13,Masters,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6280,6280,18,47,1000,1393,8,1,0,0,4000,7,29,JD,Multi-vehicle Collision,Total Loss,,Full,0.0,0
6281,6281,7,40,500,926,0,3,0,1,3000,13,19,Bachelor,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
6282,6282,68,53,2000,1033,1,1,0,1,5000,16,31,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
