accidentType,authoritiesInvolved,driverAge,driverExperience,driverGender,educationLevel,incidentSeverity,incidentTime,index,insuranceAccess,insurancePremium,licenceType,numBodilyInjuries,numVehiclesInvolved,policeReportBool,timeAsCustomer,totalClaimAmount,vehicleAge,fraud
Multi-vehicle Collision,Police,39.0,23.0,1.0,JD,Minor Damage,3.0,898.0,500.0,1036.0,Full,2.0,3.0,0.0,178.0,64680.0,5.0,1
Parked Car,,33.0,13.0,,Bachelor,Total Loss,21.0,2461.0,2000.0,1585.0,Full,1.0,1.0,1.0,32.0,6000.0,2.0,0
Vehicle Theft,,31.0,14.0,1.0,PhD,Minor Damage,3.0,396.0,2000.0,1083.0,Full,2.0,1.0,-0.0,146.0,5220.0,-0.0,0
Multi-vehicle Collision,Ambulance,28.0,6.0,,Bachelor,Minor Loss,10.0,1889.0,1000.0,1486.0,Full,1.0,3.0,1.0,32.0,4000.0,18.0,0
Vehicle Theft,Police,39.0,22.0,1.0,Masters,Trivial Damage,5.0,877.0,500.0,1558.0,Full,1.0,1.0,-0.0,247.0,7700.0,15.0,0
Single Vehicle Collision,Ambulance,64.0,46.0,,MD,Minor Loss,17.0,1695.0,1000.0,1126.0,Full,1.0,1.0,0.0,21.0,7000.0,13.0,0
Multi-vehicle Collision,Ambulance,52.0,31.0,,Bachelor,Minor Loss,18.0,1839.0,2000.0,1502.0,Full,1.0,4.0,1.0,36.0,4000.0,0.0,0
Multi-vehicle Collision,,45.0,26.0,,PhD,Major Loss,1.0,2527.0,1000.0,1138.0,Full,-0.0,3.0,1.0,11.0,2000.0,-0.0,0
Single Vehicle Collision,Ambulance,56.0,40.0,,Bachelor,Minor Loss,21.0,1471.0,1000.0,1017.0,Full,1.0,1.0,1.0,96.0,4000.0,15.0,0
Single Vehicle Collision,,61.0,42.0,,PhD,Total Loss,16.0,1219.0,1000.0,901.0,Full,1.0,1.0,-0.0,89.0,8000.0,10.0,0
Multi-vehicle Collision,Other,58.0,39.0,,High School,Minor Loss,18.0,1168.0,1000.0,1655.0,Full,1.0,4.0,1.0,92.0,1000.0,9.0,0
Multi-vehicle Collision,Ambulance,25.0,4.0,,College,Total Loss,0.0,2015.0,2000.0,1239.0,P2,1.0,3.0,-0.0,21.0,4000.0,0.0,0
Single Vehicle Collision,,37.0,16.0,,Masters,Minor Loss,7.0,2125.0,500.0,1371.0,Full,1.0,1.0,1.0,48.0,6000.0,14.0,0
Single Vehicle Collision,Fire,38.0,18.0,1.0,Masters,Total Loss,12.0,927.0,1000.0,1055.0,Full,0.0,1.0,1.0,211.0,91520.0,10.0,1
Parked Car,,59.0,39.0,,PhD,Minor Loss,6.0,1402.0,1000.0,1168.0,Full,1.0,1.0,0.0,40.0,7000.0,17.0,0
Multi-vehicle Collision,Police,43.0,27.0,0.0,High School,Minor Damage,-0.0,983.0,2000.0,1102.0,Full,0.0,3.0,1.0,230.0,51900.0,4.0,1
Multi-vehicle Collision,Ambulance,28.0,12.0,,High School,Total Loss,0.0,2111.0,2000.0,1159.0,Full,1.0,2.0,1.0,96.0,9000.0,14.0,1
Single Vehicle Collision,Police,29.0,12.0,,MD,Minor Loss,0.0,1537.0,500.0,1414.0,Full,1.0,1.0,1.0,33.0,1000.0,9.0,0
Multi-vehicle Collision,,57.0,35.0,,Bachelor,Total Loss,14.0,1938.0,2000.0,1030.0,Full,1.0,3.0,-0.0,7.0,7000.0,7.0,1
Multi-vehicle Collision,Ambulance,25.0,8.0,1.0,Masters,Minor Damage,4.0,544.0,1000.0,1221.0,Full,0.0,3.0,1.0,37.0,51030.0,19.0,0
Single Vehicle Collision,Police,46.0,26.0,,High School,Minor Loss,23.0,2311.0,2000.0,1632.0,Full,1.0,1.0,1.0,61.0,7000.0,17.0,0
Multi-vehicle Collision,Fire,45.0,24.0,1.0,MD,Total Loss,13.0,736.0,1000.0,1119.0,Full,1.0,3.0,-0.0,293.0,51210.0,0.0,0
Multi-vehicle Collision,Ambulance,27.0,7.0,,High School,Total Loss,14.0,2092.0,2000.0,1233.0,Full,0.0,4.0,1.0,75.0,2000.0,17.0,0
Single Vehicle Collision,Police,41.0,23.0,1.0,College,Minor Damage,23.0,101.0,500.0,1464.0,Full,-0.0,1.0,0.0,269.0,79300.0,8.0,0
Multi-vehicle Collision,,29.0,8.0,,Bachelor,Minor Loss,-0.0,2235.0,500.0,1093.0,Full,1.0,2.0,1.0,47.0,2000.0,13.0,0
Multi-vehicle Collision,Ambulance,39.0,22.0,,High School,Total Loss,11.0,1239.0,2000.0,1596.0,Full,1.0,3.0,1.0,118.0,1000.0,13.0,0
Single Vehicle Collision,Police,48.0,26.0,,Bachelor,Minor Loss,15.0,1994.0,500.0,1399.0,Full,1.0,1.0,1.0,110.0,5000.0,7.0,0
Parked Car,,62.0,45.0,,Bachelor,Total Loss,20.0,1073.0,1000.0,1447.0,Full,1.0,1.0,1.0,66.0,8000.0,20.0,0
Multi-vehicle Collision,Ambulance,47.0,30.0,,High School,Minor Loss,19.0,2030.0,2000.0,1281.0,Full,1.0,3.0,-0.0,22.0,5000.0,4.0,1
Multi-vehicle Collision,Police,41.0,20.0,1.0,Associate,Total Loss,15.0,22.0,2000.0,875.0,Full,1.0,3.0,0.0,217.0,37840.0,19.0,1
Multi-vehicle Collision,Police,32.0,13.0,,High School,Minor Loss,4.0,1832.0,1000.0,1575.0,Full,1.0,2.0,0.0,49.0,6000.0,17.0,0
Multi-vehicle Collision,Ambulance,28.0,6.0,,Bachelor,Minor Loss,10.0,1889.0,1000.0,1486.0,Full,1.0,3.0,1.0,32.0,4000.0,18.0,0
Single Vehicle Collision,Police,28.0,7.0,0.0,PhD,Minor Damage,19.0,346.0,2000.0,1595.0,Full,-0.0,1.0,1.0,86.0,70920.0,13.0,0
Vehicle Theft,Ambulance,63.0,46.0,,High School,Major Loss,11.0,1272.0,1000.0,936.0,Full,1.0,1.0,1.0,91.0,5000.0,1.0,1
Single Vehicle Collision,Police,59.0,41.0,,Bachelor,Total Loss,1.0,2510.0,2000.0,1223.0,Full,1.0,1.0,-0.0,99.0,7000.0,17.0,0
Multi-vehicle Collision,Other,54.0,34.0,,Masters,Minor Loss,2.0,2544.0,1000.0,1660.0,Full,0.0,3.0,1.0,86.0,10000.0,10.0,0
Parked Car,Ambulance,28.0,12.0,,College,Minor Loss,11.0,1769.0,500.0,1583.0,Full,1.0,1.0,1.0,95.0,3000.0,8.0,0
Vehicle Theft,,48.0,27.0,,Masters,Total Loss,17.0,2522.0,2000.0,1667.0,Full,1.0,1.0,-0.0,58.0,7000.0,14.0,0
Multi-vehicle Collision,Fire,28.0,6.0,1.0,PhD,Minor Damage,9.0,138.0,1000.0,1281.0,Full,0.0,3.0,-0.0,120.0,65500.0,5.0,0
Vehicle Theft,,55.0,35.0,-0.0,JD,Minor Damage,6.0,836.0,2000.0,1389.0,Full,-0.0,1.0,-0.0,370.0,9000.0,-0.0,0
Single Vehicle Collision,,39.0,22.0,,Bachelor,Total Loss,9.0,2342.0,1000.0,1107.0,Full,-0.0,1.0,1.0,38.0,10000.0,2.0,0
Multi-vehicle Collision,Ambulance,56.0,39.0,,College,Minor Loss,3.0,1798.0,1000.0,1674.0,Full,0.0,4.0,1.0,93.0,8000.0,16.0,0
Single Vehicle Collision,Police,41.0,24.0,1.0,PhD,Major Damage,6.0,824.0,1000.0,1325.0,Full,2.0,1.0,1.0,197.0,76400.0,18.0,1
Single Vehicle Collision,,43.0,22.0,,Bachelor,Major Loss,7.0,2276.0,1000.0,1319.0,Full,1.0,1.0,1.0,99.0,10000.0,1.0,1
Vehicle Theft,Police,40.0,21.0,1.0,MD,Trivial Damage,2.0,259.0,500.0,1343.0,Full,1.0,1.0,1.0,244.0,5940.0,1.0,0
Multi-vehicle Collision,Police,53.0,31.0,,Bachelor,Total Loss,19.0,1511.0,1000.0,1471.0,Full,1.0,3.0,1.0,58.0,1000.0,9.0,0
Single Vehicle Collision,Ambulance,57.0,39.0,,Bachelor,Major Loss,15.0,1233.0,500.0,1093.0,Full,1.0,1.0,1.0,106.0,8000.0,16.0,0
Parked Car,Ambulance,44.0,24.0,,Bachelor,Major Loss,22.0,2484.0,500.0,1230.0,Full,-0.0,1.0,1.0,54.0,3000.0,18.0,0
Single Vehicle Collision,Ambulance,30.0,14.0,0.0,MD,Major Damage,8.0,69.0,1000.0,1061.0,Full,-0.0,1.0,-0.0,128.0,68530.0,18.0,1
Multi-vehicle Collision,Ambulance,29.0,13.0,,High School,Major Loss,19.0,2037.0,1000.0,1098.0,Full,1.0,3.0,1.0,59.0,4000.0,8.0,0
Multi-vehicle Collision,Other,46.0,27.0,,High School,Major Loss,2.0,1292.0,500.0,900.0,Full,1.0,3.0,1.0,79.0,8000.0,1.0,0
Multi-vehicle Collision,Police,31.0,13.0,,Bachelor,Total Loss,3.0,2331.0,500.0,1455.0,Full,1.0,3.0,-0.0,93.0,8000.0,3.0,1
Single Vehicle Collision,Police,49.0,31.0,,Bachelor,Major Loss,11.0,1366.0,1000.0,851.0,Full,0.0,1.0,-0.0,14.0,9000.0,20.0,0
Single Vehicle Collision,Fire,37.0,18.0,1.0,High School,Total Loss,17.0,321.0,2000.0,1603.0,Full,-0.0,1.0,1.0,233.0,80520.0,10.0,0
Single Vehicle Collision,Fire,32.0,13.0,1.0,MD,Total Loss,2.0,88.0,500.0,1612.0,Full,2.0,1.0,1.0,134.0,64240.0,-0.0,0
Single Vehicle Collision,Police,33.0,11.0,1.0,Associate,Major Damage,16.0,466.0,1000.0,1097.0,Full,2.0,1.0,-0.0,33.0,81400.0,17.0,0
Single Vehicle Collision,Ambulance,29.0,7.0,1.0,MD,Minor Damage,12.0,782.0,1000.0,1426.0,Full,0.0,1.0,-0.0,70.0,69360.0,6.0,0
Single Vehicle Collision,Police,62.0,40.0,,Masters,Total Loss,12.0,1019.0,500.0,1293.0,Full,0.0,1.0,1.0,27.0,3000.0,8.0,0
Single Vehicle Collision,Other,45.0,29.0,0.0,High School,Total Loss,16.0,581.0,500.0,1192.0,Full,2.0,1.0,1.0,255.0,67320.0,9.0,0
Single Vehicle Collision,Ambulance,37.0,15.0,,High School,Minor Loss,19.0,1406.0,500.0,1598.0,Full,1.0,1.0,1.0,49.0,8000.0,5.0,0
Multi-vehicle Collision,,50.0,31.0,,High School,Major Loss,16.0,1541.0,2000.0,851.0,Full,1.0,3.0,1.0,39.0,2000.0,8.0,0
Parked Car,Ambulance,53.0,33.0,,Masters,Total Loss,18.0,2318.0,1000.0,857.0,Full,1.0,1.0,1.0,108.0,6000.0,20.0,0
Multi-vehicle Collision,Ambulance,37.0,21.0,,High School,Minor Loss,3.0,1556.0,500.0,1619.0,Full,1.0,3.0,0.0,6.0,3000.0,6.0,0
Multi-vehicle Collision,Ambulance,56.0,37.0,,Masters,Major Loss,0.0,1716.0,1000.0,1509.0,Full,0.0,3.0,1.0,109.0,4000.0,14.0,1
Multi-vehicle Collision,Ambulance,52.0,30.0,,Bachelor,Total Loss,20.0,2380.0,1000.0,1101.0,Full,-0.0,3.0,0.0,75.0,4000.0,14.0,0
Multi-vehicle Collision,Ambulance,35.0,15.0,,Masters,Major Loss,17.0,1587.0,1000.0,1394.0,Full,1.0,3.0,1.0,100.0,2000.0,16.0,0
Single Vehicle Collision,Ambulance,28.0,10.0,,Bachelor,Major Loss,-0.0,1158.0,500.0,1261.0,Full,1.0,1.0,-0.0,42.0,6000.0,14.0,0
Single Vehicle Collision,Ambulance,55.0,37.0,,High School,Total Loss,2.0,2150.0,500.0,1450.0,Full,1.0,1.0,1.0,30.0,9000.0,2.0,0
Multi-vehicle Collision,Police,41.0,21.0,,Masters,Total Loss,12.0,2302.0,1000.0,1433.0,Full,1.0,3.0,1.0,12.0,4000.0,16.0,0
Parked Car,Police,42.0,25.0,-0.0,JD,Minor Damage,19.0,475.0,1000.0,1576.0,Full,2.0,1.0,0.0,245.0,6490.0,4.0,0
Single Vehicle Collision,Police,56.0,34.0,-0.0,MD,Total Loss,10.0,478.0,1000.0,1571.0,Full,0.0,1.0,1.0,380.0,58160.0,19.0,0
Multi-vehicle Collision,Ambulance,60.0,41.0,,Masters,Total Loss,22.0,1822.0,500.0,1453.0,Full,0.0,3.0,1.0,47.0,6000.0,20.0,0
Single Vehicle Collision,Other,44.0,28.0,0.0,College,Major Damage,18.0,221.0,2000.0,1649.0,Full,1.0,1.0,1.0,246.0,61380.0,6.0,0
Multi-vehicle Collision,,36.0,16.0,,High School,Major Loss,22.0,1261.0,500.0,1150.0,Full,1.0,3.0,1.0,94.0,1000.0,15.0,0
Single Vehicle Collision,Other,37.0,16.0,1.0,Masters,Total Loss,17.0,980.0,1000.0,1332.0,Full,-0.0,1.0,1.0,229.0,54560.0,11.0,0
Multi-vehicle Collision,,44.0,22.0,,Bachelor,Total Loss,12.0,1768.0,500.0,1023.0,Full,1.0,3.0,1.0,46.0,2000.0,5.0,1
Single Vehicle Collision,Fire,34.0,17.0,-0.0,MD,Major Damage,11.0,881.0,500.0,1285.0,Full,1.0,1.0,0.0,121.0,67300.0,15.0,0
Multi-vehicle Collision,Ambulance,42.0,23.0,,MD,Major Loss,18.0,1109.0,2000.0,1615.0,Full,1.0,3.0,1.0,95.0,1000.0,7.0,0
Multi-vehicle Collision,Fire,34.0,12.0,1.0,College,Total Loss,13.0,932.0,2000.0,1270.0,Full,1.0,3.0,0.0,123.0,55260.0,15.0,0
Single Vehicle Collision,Ambulance,30.0,14.0,-0.0,MD,Major Damage,8.0,69.0,1000.0,1061.0,Full,0.0,1.0,0.0,128.0,68530.0,18.0,0
Single Vehicle Collision,,36.0,17.0,,Bachelor,Major Loss,10.0,2392.0,1000.0,1010.0,Full,0.0,1.0,1.0,89.0,9000.0,2.0,0
Single Vehicle Collision,Ambulance,56.0,34.0,1.0,Masters,Minor Damage,23.0,813.0,1000.0,1361.0,Full,2.0,1.0,1.0,404.0,53100.0,10.0,0
Multi-vehicle Collision,Ambulance,26.0,10.0,-0.0,MD,Major Damage,3.0,312.0,2000.0,766.0,Full,0.0,3.0,-0.0,10.0,31350.0,14.0,1
Multi-vehicle Collision,,64.0,46.0,,Bachelor,Major Loss,13.0,2185.0,1000.0,882.0,Full,1.0,2.0,1.0,89.0,8000.0,2.0,0
Vehicle Theft,,35.0,15.0,-0.0,High School,Trivial Damage,13.0,84.0,2000.0,1318.0,Full,-0.0,1.0,1.0,200.0,6490.0,13.0,0
Single Vehicle Collision,Police,50.0,30.0,,High School,Minor Loss,17.0,1823.0,1000.0,1341.0,Full,-0.0,1.0,1.0,16.0,6000.0,3.0,0
Vehicle Theft,Ambulance,57.0,37.0,,MD,Minor Loss,5.0,2553.0,1000.0,1099.0,Full,0.0,1.0,0.0,84.0,4000.0,2.0,1
Multi-vehicle Collision,,62.0,42.0,,Bachelor,Major Loss,10.0,1344.0,1000.0,1187.0,Full,1.0,3.0,1.0,51.0,2000.0,10.0,0
Multi-vehicle Collision,Ambulance,24.0,2.0,1.0,MD,Total Loss,6.0,828.0,1000.0,1623.0,P1,1.0,3.0,-0.0,76.0,74700.0,18.0,0
Single Vehicle Collision,Ambulance,38.0,17.0,,High School,Major Loss,4.0,2058.0,1000.0,1423.0,Full,-0.0,1.0,1.0,70.0,9000.0,10.0,0
Multi-vehicle Collision,Ambulance,49.0,31.0,,Bachelor,Minor Loss,9.0,1650.0,1000.0,1029.0,Full,1.0,3.0,0.0,46.0,3000.0,16.0,0
Multi-vehicle Collision,Ambulance,25.0,4.0,,College,Major Loss,3.0,1342.0,2000.0,1409.0,P2,1.0,4.0,1.0,102.0,6000.0,7.0,0
Parked Car,,64.0,45.0,,Bachelor,Minor Loss,17.0,1274.0,500.0,1070.0,Full,1.0,1.0,0.0,42.0,6000.0,5.0,0
Multi-vehicle Collision,Police,39.0,23.0,1.0,High School,Major Damage,8.0,20.0,2000.0,1476.0,Full,2.0,3.0,-0.0,196.0,60400.0,1.0,0
Vehicle Theft,,39.0,19.0,,Bachelor,Total Loss,11.0,1569.0,1000.0,1542.0,Full,1.0,1.0,0.0,49.0,8000.0,2.0,1
Single Vehicle Collision,Other,53.0,36.0,,Masters,Minor Loss,12.0,1567.0,500.0,950.0,Full,1.0,1.0,1.0,118.0,7000.0,4.0,0
Multi-vehicle Collision,Fire,55.0,34.0,-0.0,PhD,Minor Damage,2.0,753.0,500.0,878.0,Full,-0.0,4.0,-0.0,405.0,38640.0,18.0,0
Multi-vehicle Collision,Fire,42.0,22.0,1.0,PhD,Total Loss,17.0,535.0,2000.0,1171.0,Full,1.0,3.0,1.0,259.0,62590.0,9.0,0
Single Vehicle Collision,Police,33.0,11.0,,Bachelor,Major Loss,23.0,1051.0,1000.0,981.0,Full,1.0,1.0,-0.0,72.0,1000.0,16.0,0
Multi-vehicle Collision,Police,52.0,31.0,,High School,Major Loss,13.0,1501.0,500.0,1352.0,Full,1.0,3.0,1.0,94.0,1000.0,11.0,0
Multi-vehicle Collision,Fire,59.0,37.0,-0.0,MD,Minor Damage,19.0,51.0,2000.0,1327.0,Full,-0.0,3.0,1.0,430.0,81800.0,17.0,1
Multi-vehicle Collision,Fire,61.0,39.0,1.0,High School,Major Damage,21.0,12.0,2000.0,1137.0,Full,1.0,3.0,1.0,447.0,114920.0,9.0,0
Multi-vehicle Collision,Ambulance,39.0,22.0,1.0,MD,Minor Damage,6.0,66.0,500.0,1363.0,Full,2.0,3.0,0.0,254.0,82320.0,20.0,0
Parked Car,,31.0,13.0,1.0,JD,Minor Damage,2.0,374.0,2000.0,1555.0,Full,1.0,1.0,0.0,140.0,6120.0,13.0,1
Multi-vehicle Collision,,57.0,35.0,,Bachelor,Total Loss,14.0,1938.0,2000.0,1030.0,Full,1.0,3.0,-0.0,7.0,7000.0,7.0,0
Parked Car,Ambulance,40.0,22.0,,High School,Major Loss,15.0,1775.0,1000.0,1491.0,Full,1.0,1.0,1.0,25.0,5000.0,10.0,0
Single Vehicle Collision,Ambulance,55.0,37.0,,College,Total Loss,17.0,1925.0,2000.0,982.0,Full,1.0,1.0,1.0,78.0,1000.0,15.0,0
Multi-vehicle Collision,Ambulance,33.0,16.0,1.0,College,Major Damage,23.0,403.0,2000.0,1463.0,Full,2.0,3.0,0.0,159.0,44880.0,11.0,0
Single Vehicle Collision,Ambulance,41.0,25.0,,Bachelor,Major Loss,14.0,2023.0,500.0,1213.0,Full,-0.0,1.0,1.0,47.0,2000.0,16.0,0
Single Vehicle Collision,Ambulance,23.0,7.0,0.0,MD,Total Loss,9.0,13.0,500.0,1215.0,Full,1.0,1.0,0.0,60.0,56520.0,15.0,0
Vehicle Theft,Other,57.0,40.0,,Bachelor,Minor Loss,18.0,1756.0,500.0,1667.0,Full,1.0,1.0,1.0,71.0,6000.0,13.0,0
Single Vehicle Collision,Police,34.0,12.0,,Bachelor,Major Loss,20.0,1688.0,500.0,1405.0,Full,1.0,1.0,-0.0,30.0,10000.0,3.0,1
Vehicle Theft,Ambulance,30.0,12.0,,High School,Total Loss,19.0,1405.0,500.0,1544.0,Full,1.0,1.0,1.0,28.0,3000.0,19.0,0
Single Vehicle Collision,,40.0,19.0,,Bachelor,Minor Loss,22.0,2429.0,1000.0,1001.0,Full,1.0,1.0,0.0,64.0,5000.0,12.0,1
Single Vehicle Collision,Fire,33.0,14.0,1.0,PhD,Major Damage,16.0,443.0,500.0,943.0,Full,-0.0,1.0,-0.0,152.0,70400.0,14.0,0
Multi-vehicle Collision,Ambulance,37.0,20.0,,High School,Major Loss,21.0,1696.0,1000.0,1150.0,Full,1.0,3.0,1.0,29.0,2000.0,18.0,0
Multi-vehicle Collision,Fire,56.0,40.0,1.0,PhD,Major Damage,12.0,57.0,500.0,1082.0,Full,2.0,3.0,-0.0,439.0,56430.0,1.0,0
Multi-vehicle Collision,,33.0,17.0,,College,Total Loss,12.0,1397.0,500.0,1343.0,Full,1.0,3.0,1.0,19.0,7000.0,6.0,0
Multi-vehicle Collision,Police,64.0,43.0,,Bachelor,Minor Loss,6.0,1719.0,2000.0,1382.0,Full,1.0,4.0,1.0,33.0,5000.0,13.0,0
Vehicle Theft,Other,57.0,40.0,,Bachelor,Minor Loss,18.0,1756.0,500.0,1667.0,Full,1.0,1.0,1.0,71.0,6000.0,13.0,0
Single Vehicle Collision,Fire,40.0,19.0,1.0,PhD,Minor Damage,6.0,752.0,500.0,1155.0,Full,0.0,1.0,1.0,193.0,63900.0,14.0,0
Multi-vehicle Collision,Police,54.0,37.0,,High School,Major Loss,10.0,2295.0,1000.0,1392.0,Full,1.0,3.0,1.0,21.0,4000.0,0.0,0
Multi-vehicle Collision,Police,52.0,32.0,,High School,Minor Loss,20.0,1692.0,500.0,1321.0,Full,1.0,3.0,-0.0,66.0,2000.0,17.0,1
Single Vehicle Collision,Fire,37.0,18.0,-0.0,PhD,Total Loss,17.0,35.0,500.0,1416.0,Full,0.0,1.0,1.0,149.0,64800.0,16.0,0
Single Vehicle Collision,Ambulance,58.0,41.0,,Bachelor,Minor Loss,6.0,1639.0,500.0,988.0,Full,-0.0,1.0,1.0,39.0,10000.0,16.0,0
Single Vehicle Collision,Ambulance,38.0,19.0,,High School,Total Loss,18.0,1120.0,1000.0,1350.0,Full,1.0,1.0,1.0,109.0,1000.0,17.0,0
Single Vehicle Collision,Ambulance,34.0,18.0,,High School,Total Loss,17.0,2025.0,500.0,1127.0,Full,0.0,1.0,1.0,40.0,9000.0,10.0,0
Parked Car,Ambulance,58.0,36.0,,Bachelor,Major Loss,17.0,2454.0,500.0,888.0,Full,1.0,1.0,1.0,52.0,4000.0,4.0,0
Single Vehicle Collision,Ambulance,62.0,43.0,,High School,Minor Loss,21.0,2100.0,1000.0,1529.0,Full,1.0,1.0,-0.0,10.0,5000.0,11.0,0
Single Vehicle Collision,Police,43.0,23.0,,College,Total Loss,5.0,2456.0,500.0,1121.0,Full,-0.0,1.0,-0.0,109.0,7000.0,3.0,0
Vehicle Theft,Ambulance,36.0,15.0,,PhD,Total Loss,23.0,2547.0,1000.0,1114.0,Full,1.0,1.0,1.0,90.0,7000.0,7.0,0
Single Vehicle Collision,Ambulance,27.0,9.0,,High School,Major Loss,0.0,1135.0,1000.0,1083.0,Full,1.0,1.0,-0.0,51.0,2000.0,10.0,0
Multi-vehicle Collision,Police,30.0,13.0,0.0,College,Total Loss,16.0,510.0,2000.0,916.0,Full,2.0,3.0,0.0,126.0,74160.0,13.0,0
Single Vehicle Collision,Ambulance,54.0,36.0,,High School,Major Loss,17.0,1067.0,1000.0,1605.0,Full,1.0,1.0,1.0,89.0,9000.0,5.0,0
Vehicle Theft,Police,39.0,22.0,1.0,Masters,Trivial Damage,5.0,877.0,500.0,1558.0,Full,1.0,1.0,0.0,247.0,7700.0,15.0,0
Multi-vehicle Collision,,34.0,14.0,,Bachelor,Minor Loss,22.0,2513.0,1000.0,976.0,Full,-0.0,4.0,1.0,46.0,2000.0,14.0,0
Single Vehicle Collision,Police,30.0,13.0,,Bachelor,Major Loss,6.0,1495.0,2000.0,1605.0,Full,1.0,1.0,-0.0,29.0,4000.0,17.0,0
Multi-vehicle Collision,Police,43.0,23.0,-0.0,College,Minor Damage,15.0,297.0,2000.0,972.0,Full,2.0,3.0,1.0,231.0,77100.0,5.0,1
Vehicle Theft,Ambulance,54.0,36.0,,High School,Minor Loss,2.0,2453.0,500.0,1215.0,Full,1.0,1.0,1.0,66.0,8000.0,13.0,0
Single Vehicle Collision,,47.0,28.0,,Masters,Total Loss,18.0,2315.0,2000.0,1481.0,Full,1.0,1.0,1.0,36.0,3000.0,6.0,0
Multi-vehicle Collision,Police,41.0,19.0,-0.0,JD,Minor Damage,17.0,688.0,500.0,1204.0,Full,0.0,3.0,0.0,194.0,95900.0,16.0,0
Parked Car,Ambulance,38.0,21.0,,High School,Minor Loss,20.0,2222.0,500.0,1413.0,Full,1.0,1.0,-0.0,92.0,6000.0,6.0,0
Single Vehicle Collision,Police,58.0,40.0,,MD,Minor Loss,-0.0,2120.0,500.0,1061.0,Full,1.0,1.0,1.0,6.0,6000.0,6.0,1
Multi-vehicle Collision,Ambulance,55.0,36.0,,College,Total Loss,13.0,2352.0,1000.0,1316.0,Full,1.0,3.0,1.0,72.0,3000.0,19.0,0
Vehicle Theft,Police,56.0,38.0,,Bachelor,Total Loss,11.0,1298.0,2000.0,1639.0,Full,1.0,1.0,0.0,11.0,1000.0,13.0,1
Multi-vehicle Collision,Ambulance,48.0,32.0,,High School,Minor Loss,6.0,2423.0,500.0,1011.0,Full,1.0,3.0,-0.0,49.0,7000.0,6.0,0
Vehicle Theft,,37.0,20.0,-0.0,High School,Trivial Damage,9.0,212.0,2000.0,1048.0,Full,1.0,1.0,0.0,210.0,7080.0,16.0,0
Multi-vehicle Collision,Ambulance,34.0,15.0,,High School,Total Loss,19.0,1458.0,2000.0,1432.0,Full,1.0,2.0,0.0,104.0,5000.0,6.0,0
Multi-vehicle Collision,,60.0,39.0,,MD,Minor Loss,2.0,1346.0,500.0,1611.0,Full,1.0,4.0,1.0,48.0,7000.0,13.0,0
Parked Car,Police,43.0,23.0,0.0,High School,Minor Damage,4.0,27.0,2000.0,1322.0,Full,1.0,1.0,1.0,257.0,9020.0,10.0,0
Multi-vehicle Collision,Ambulance,42.0,21.0,0.0,Associate,Major Damage,18.0,978.0,500.0,1094.0,Full,1.0,3.0,0.0,266.0,53280.0,-0.0,0
Single Vehicle Collision,Other,43.0,23.0,,High School,Minor Loss,22.0,1200.0,2000.0,1011.0,Full,-0.0,1.0,-0.0,54.0,1000.0,20.0,0
Single Vehicle Collision,,37.0,16.0,,Masters,Total Loss,15.0,1949.0,500.0,1639.0,Full,1.0,1.0,0.0,25.0,1000.0,19.0,1
Multi-vehicle Collision,Other,26.0,10.0,0.0,MD,Total Loss,9.0,195.0,2000.0,1191.0,Full,0.0,3.0,1.0,73.0,40160.0,12.0,0
Single Vehicle Collision,Other,49.0,29.0,,MD,Major Loss,12.0,1480.0,2000.0,1175.0,Full,1.0,1.0,1.0,60.0,1000.0,19.0,1
Multi-vehicle Collision,Ambulance,47.0,28.0,,High School,Major Loss,16.0,1910.0,2000.0,1657.0,Full,1.0,3.0,1.0,47.0,7000.0,3.0,0
Single Vehicle Collision,Police,51.0,35.0,,High School,Major Loss,1.0,1891.0,1000.0,981.0,Full,0.0,1.0,1.0,70.0,7000.0,7.0,0
Multi-vehicle Collision,Ambulance,42.0,23.0,,Bachelor,Minor Loss,-0.0,2224.0,1000.0,973.0,Full,1.0,3.0,1.0,77.0,5000.0,10.0,0
Multi-vehicle Collision,Police,37.0,16.0,0.0,High School,Minor Damage,16.0,295.0,500.0,1091.0,Full,1.0,4.0,1.0,156.0,53400.0,5.0,0
Vehicle Theft,Police,29.0,13.0,1.0,JD,Minor Damage,9.0,160.0,500.0,1203.0,Full,2.0,1.0,0.0,136.0,6200.0,16.0,0
Single Vehicle Collision,Police,33.0,12.0,,High School,Minor Loss,15.0,2160.0,500.0,1215.0,Full,1.0,1.0,-0.0,25.0,9000.0,20.0,0
Vehicle Theft,Police,38.0,19.0,-0.0,JD,Minor Damage,6.0,549.0,500.0,1000.0,Full,1.0,1.0,-0.0,210.0,8640.0,7.0,0
Single Vehicle Collision,Ambulance,34.0,17.0,,Bachelor,Minor Loss,4.0,1624.0,1000.0,1434.0,Full,1.0,1.0,0.0,118.0,1000.0,12.0,0
Parked Car,Police,58.0,40.0,,High School,Total Loss,1.0,1906.0,2000.0,983.0,Full,0.0,1.0,1.0,23.0,1000.0,6.0,1
Single Vehicle Collision,,36.0,20.0,,Bachelor,Minor Loss,4.0,2448.0,2000.0,1049.0,Full,0.0,1.0,0.0,91.0,5000.0,6.0,0
